id,name,female_plot,male_plot,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.actions.type,actions.actions.arg,actions.actions.arg,actions.actions.arg,actions.auto,actions.time,next_plot,events.events.type,events.events.arg,events.events.arg,fief_events.events.type,fief_events.events.arg,fief_events.events.arg,lock_option
320406,,,,BACKGROUND,sprites/juqing_nvfangjian1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,204,smile,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,继续吃下去的话……应该不会变胖的吧。,soundeffects/lichangxi_tiaoxi2,,,,,,,,,,,
320407,,,,BACKGROUND,sprites/juqing_nvfangjian1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,204,smile,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,街上有一家店的凤爪可好吃了，我们一起去买吧！,soundeffects/lichangxi_hanxuan3,,,,,,,,,,,
320408,,,,BACKGROUND,sprites/juqing_nvfangjian1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,204,smile,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,这、这个！可是我珍藏了很久的点心，就当是回礼了！,soundeffects/lichangxi_xieli3,,,,,,,,,,,
320409,,,,BACKGROUND,sprites/juqing_nvfangjian1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,204,smile,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,看你们是不要命了，敢找四小姐我的麻烦！,soundeffects/lichangxi1,,,,,,,,,,,
320410,,,,BACKGROUND,sprites/juqing_nvfangjian1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,204,smile,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,好吃的？快快快，快给喜儿拿来！,soundeffects/lichangxi2,,,,,,,,,,,
320411,,,,BACKGROUND,sprites/juqing_nvfangjian1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,204,smile,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,听说又有男人给大姐送了礼，得空了去看看到底是什么样的好东西！,soundeffects/lichangxi3,,,,,,,,,,,
320412,,,,BACKGROUND,sprites/juqing_nvfangjian1,,,MUSIC,music/huankuai1,open,,ACTOR_SPINE_ANIMATION,204,smile,,LIGHT_ACTOR,204,,,NAME,李常喜,,,SUBTITLE,胖、胖了？明明已经一个时辰没吃过东西了。,soundeffects/lichangxi4,,,,,,,,,,,
320501,,,,BACKGROUND,sprites/juqing_nongjia2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,205,smile,,LIGHT_ACTOR,205,,,NAME,李常悦,,,SUBTITLE,有些人的梦，最后只能变成泡沫罢了。,soundeffects/lichangyue_hanxuan1,,,,,,,,,,,
320502,,,,BACKGROUND,sprites/juqing_nongjia2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,205,smile,,LIGHT_ACTOR,205,,,NAME,李常悦,,,SUBTITLE,听说月亮根本不会发光……,soundeffects/lichangyue_hanxuan2,,,,,,,,,,,
320503,,,,BACKGROUND,sprites/juqing_nongjia2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,205,smile,,LIGHT_ACTOR,205,,,NAME,李常悦,,,SUBTITLE,礼物……真的好吗？我明明就是个普普通通的女人。,soundeffects/lichangyue_xieli1,,,,,,,,,,,
320504,,,,BACKGROUND,sprites/juqing_nongjia2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,205,smile,,LIGHT_ACTOR,205,,,NAME,李常悦,,,SUBTITLE,都、都是我不好，还让你费心选礼物。,soundeffects/lichangyue_xieli2,,,,,,,,,,,
320505,,,,BACKGROUND,sprites/juqing_nongjia2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,205,smile,,LIGHT_ACTOR,205,,,NAME,李常悦,,,SUBTITLE,啊……不要看我……好害羞……,soundeffects/lichangyue_tiaoxi1,,,,,,,,,,,
320506,,,,BACKGROUND,sprites/juqing_nongjia2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,205,smile,,LIGHT_ACTOR,205,,,NAME,李常悦,,,SUBTITLE,啊！失、失礼了，刚刚走神了。,soundeffects/lichangyue_tiaoxi2,,,,,,,,,,,
320507,,,,BACKGROUND,sprites/juqing_nongjia2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,205,smile,,LIGHT_ACTOR,205,,,NAME,李常悦,,,SUBTITLE,和你在一起的时间越久，就越怕你会离开……,soundeffects/lichangyue_hanxuan3,,,,,,,,,,,
320508,,,,BACKGROUND,sprites/juqing_nongjia2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,205,smile,,LIGHT_ACTOR,205,,,NAME,李常悦,,,SUBTITLE,常悦，只剩下这颗心了。,soundeffects/lichangyue_xieli3,,,,,,,,,,,
320509,,,,BACKGROUND,sprites/juqing_nongjia2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,205,smile,,LIGHT_ACTOR,205,,,NAME,李常悦,,,SUBTITLE,笑口常开，好运自来。,soundeffects/lichangyue1,,,,,,,,,,,
320510,,,,BACKGROUND,sprites/juqing_nongjia2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,205,smile,,LIGHT_ACTOR,205,,,NAME,李常悦,,,SUBTITLE,不求时常恩宠，但求安稳一生。,soundeffects/lichangyue2,,,,,,,,,,,
320511,,,,BACKGROUND,sprites/juqing_nongjia2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,205,smile,,LIGHT_ACTOR,205,,,NAME,李常悦,,,SUBTITLE,女儿家当活得安分些，烦恼也会少些。,soundeffects/lichangyue3,,,,,,,,,,,
320512,,,,BACKGROUND,sprites/juqing_nongjia2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,205,smile,,LIGHT_ACTOR,205,,,NAME,李常悦,,,SUBTITLE,常悦，你能记住这个名字吗？,soundeffects/lichangyue4,,,,,,,,,,,
320601,,,,BACKGROUND,sprites/juqing_nvfangjian2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,206,frown,,LIGHT_ACTOR,206,,,NAME,叱云柔,,,SUBTITLE,女人，最先要学会的就是隔岸观火。,soundeffects/chiyunrou_hanxuan1,,,,,,,,,,,
320602,,,,BACKGROUND,sprites/juqing_nvfangjian2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,206,angry,,LIGHT_ACTOR,206,,,NAME,叱云柔,,,SUBTITLE,你觉得我是不是还太仁慈了。,soundeffects/chiyunrou_hanxuan2,,,,,,,,,,,
320603,,,,BACKGROUND,sprites/juqing_nvfangjian2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,206,smile,,LIGHT_ACTOR,206,,,NAME,叱云柔,,,SUBTITLE,嗯，算你有心了。,soundeffects/chiyunrou_xieli1,,,,,,,,,,,
320604,,,,BACKGROUND,sprites/juqing_nvfangjian2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,206,smile,,LIGHT_ACTOR,206,,,NAME,叱云柔,,,SUBTITLE,哼，也就这个还算入眼，放那吧。,soundeffects/chiyunrou_xieli2,,,,,,,,,,,
320605,,,,BACKGROUND,sprites/juqing_nvfangjian2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,206,smile,,LIGHT_ACTOR,206,,,NAME,叱云柔,,,SUBTITLE,女人的心，深似大海。,soundeffects/chiyunrou_tiaoxi1,,,,,,,,,,,
320606,,,,BACKGROUND,sprites/juqing_nvfangjian2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,206,smile,,LIGHT_ACTOR,206,,,NAME,叱云柔,,,SUBTITLE,论玩弄是非，女人可比男人擅长多了。,soundeffects/chiyunrou_tiaoxi2,,,,,,,,,,,
320607,,,,BACKGROUND,sprites/juqing_nvfangjian2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,206,smile,,LIGHT_ACTOR,206,,,NAME,叱云柔,,,SUBTITLE,好了好了，想说什么就尽管说吧。,soundeffects/chiyunrou_hanxuan3,,,,,,,,,,,
320608,,,,BACKGROUND,sprites/juqing_nvfangjian2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,206,smile,,LIGHT_ACTOR,206,,,NAME,叱云柔,,,SUBTITLE,能找到此等物件，让你费心了。,soundeffects/chiyunrou_xieli3,,,,,,,,,,,
320609,,,,BACKGROUND,sprites/juqing_nvfangjian2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,206,smile,,LIGHT_ACTOR,206,,,NAME,叱云柔,,,SUBTITLE,我背后可是整个叱云家。,soundeffects/chiyunrou1,,,,,,,,,,,
320610,,,,BACKGROUND,sprites/juqing_nvfangjian2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,206,smile,,LIGHT_ACTOR,206,,,NAME,叱云柔,,,SUBTITLE,这坐天下的是皇上，打天下的可是将军。,soundeffects/chiyunrou2,,,,,,,,,,,
320611,,,,BACKGROUND,sprites/juqing_nvfangjian2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,206,frown,,LIGHT_ACTOR,206,,,NAME,叱云柔,,,SUBTITLE,作为这李府的大夫人，心自然是要狠些，对谁都有好处。,soundeffects/chiyunrou3,,,,,,,,,,,
320612,,,,BACKGROUND,sprites/juqing_nvfangjian2,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,206,smile,,LIGHT_ACTOR,206,,,NAME,叱云柔,,,SUBTITLE,我这辈子最骄傲的事情，就是有我家长乐这么个完美女儿。,soundeffects/chiyunrou4,,,,,,,,,,,
320701,,,,BACKGROUND,sprites/juqing_yizhan1,,,MUSIC,soundeffects/Horse,open,,ACTOR_SPINE_ANIMATION,207,smile,,LIGHT_ACTOR,207,,,NAME,叱云海,,,SUBTITLE,你看，我是不是比上次见面的时候还帅？,soundeffects/chiyunhai_hanxuan1,,,,,,,,,,,
320702,,,,BACKGROUND,sprites/juqing_yizhan1,,,MUSIC,soundeffects/Horse,open,,ACTOR_SPINE_ANIMATION,207,smile,,LIGHT_ACTOR,207,,,NAME,叱云海,,,SUBTITLE,如果优秀的人有罪，感觉我要下十八层地狱才行了。,soundeffects/chiyunhai_hanxuan2,,,,,,,,,,,
320703,,,,BACKGROUND,sprites/juqing_yizhan1,,,MUSIC,soundeffects/Horse,open,,ACTOR_SPINE_ANIMATION,207,smile,,LIGHT_ACTOR,207,,,NAME,叱云海,,,SUBTITLE,下次还有此物，切记要给我拿来啊。,soundeffects/chiyunhai_xieli1,,,,,,,,,,,
320704,,,,BACKGROUND,sprites/juqing_yizhan1,,,MUSIC,soundeffects/Horse,open,,ACTOR_SPINE_ANIMATION,207,smile,,LIGHT_ACTOR,207,,,NAME,叱云海,,,SUBTITLE,真不凑巧，我也买了，不过这下就能凑一对了。,soundeffects/chiyunhai_xieli2,,,,,,,,,,,
320705,,,,BACKGROUND,sprites/juqing_yizhan1,,,MUSIC,soundeffects/Horse,open,,ACTOR_SPINE_ANIMATION,207,smile,,LIGHT_ACTOR,207,,,NAME,叱云海,,,SUBTITLE,我这等美貌，的确容易让你着迷。,soundeffects/chiyunhai_tiaoxi1,,,,,,,,,,,
320706,,,,BACKGROUND,sprites/juqing_yizhan1,,,MUSIC,soundeffects/Horse,open,,ACTOR_SPINE_ANIMATION,207,smile,,LIGHT_ACTOR,207,,,NAME,叱云海,,,SUBTITLE,看看就好了，别拿手摸，会伤害到皮肤的。,soundeffects/chiyunhai_tiaoxi2,,,,,,,,,,,
320707,,,,BACKGROUND,sprites/juqing_yizhan1,,,MUSIC,soundeffects/Horse,open,,ACTOR_SPINE_ANIMATION,207,smile,,LIGHT_ACTOR,207,,,NAME,叱云海,,,SUBTITLE,来来来，我来帮你变得好看一点！,soundeffects/chiyunhai_hanxuan3,,,,,,,,,,,
320708,,,,BACKGROUND,sprites/juqing_yizhan1,,,MUSIC,soundeffects/Horse,open,,ACTOR_SPINE_ANIMATION,207,smile,,LIGHT_ACTOR,207,,,NAME,叱云海,,,SUBTITLE,行了行了，你不是就想看我的帅脸吗？,soundeffects/chiyunhai_xieli3,,,,,,,,,,,
320709,,,,BACKGROUND,sprites/juqing_yizhan1,,,MUSIC,soundeffects/Horse,open,,ACTOR_SPINE_ANIMATION,207,smile,,LIGHT_ACTOR,207,,,NAME,叱云海,,,SUBTITLE,一群败类，也敢在我面前舞刀弄剑。,soundeffects/chiyunhai1,,,,,,,,,,,
320710,,,,BACKGROUND,sprites/juqing_yizhan1,,,MUSIC,soundeffects/Horse,open,,ACTOR_SPINE_ANIMATION,207,smile,,LIGHT_ACTOR,207,,,NAME,叱云海,,,SUBTITLE,秀色可餐！一定是在说我的！,soundeffects/chiyunhai2,,,,,,,,,,,
320711,,,,BACKGROUND,sprites/juqing_yizhan1,,,MUSIC,soundeffects/Horse,open,,ACTOR_SPINE_ANIMATION,207,smile,,LIGHT_ACTOR,207,,,NAME,叱云海,,,SUBTITLE,我怎么能长得这么帅……,soundeffects/chiyunhai3,,,,,,,,,,,
320712,,,,BACKGROUND,sprites/juqing_yizhan1,,,MUSIC,soundeffects/Horse,open,,ACTOR_SPINE_ANIMATION,207,smile,,LIGHT_ACTOR,207,,,NAME,叱云海,,,SUBTITLE,哈哈哈，来来来，给大爷我笑一个。,soundeffects/chiyunhai4,,,,,,,,,,,
320801,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,soundeffects/DowntownArea,open,,ACTOR_SPINE_ANIMATION,208,smile,,LIGHT_ACTOR,208,,,NAME,叱云华,,,SUBTITLE,伤脑筋，你也是被我的才华吸引过来的吧。,soundeffects/chiyunhua_hanxuan1,,,,,,,,,,,
320802,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,soundeffects/DowntownArea,open,,ACTOR_SPINE_ANIMATION,208,smile,,LIGHT_ACTOR,208,,,NAME,叱云华,,,SUBTITLE,云散无形，雁过留声。,soundeffects/chiyunhua_hanxuan2,,,,,,,,,,,
320803,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,soundeffects/DowntownArea,open,,ACTOR_SPINE_ANIMATION,208,smile,,LIGHT_ACTOR,208,,,NAME,叱云华,,,SUBTITLE,君子爱财，取之有道。,soundeffects/chiyunhua_xieli1,,,,,,,,,,,
320804,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,soundeffects/DowntownArea,open,,ACTOR_SPINE_ANIMATION,208,smile,,LIGHT_ACTOR,208,,,NAME,叱云华,,,SUBTITLE,你等着别走，我去拿杆秤过来量一下。,soundeffects/chiyunhua_xieli2,,,,,,,,,,,
320805,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,soundeffects/DowntownArea,open,,ACTOR_SPINE_ANIMATION,208,smile,,LIGHT_ACTOR,208,,,NAME,叱云华,,,SUBTITLE,使劲摸吧，我的才气是不会被你吸走的。,soundeffects/chiyunhua_tiaoxi1,,,,,,,,,,,
320806,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,soundeffects/DowntownArea,open,,ACTOR_SPINE_ANIMATION,208,smile,,LIGHT_ACTOR,208,,,NAME,叱云华,,,SUBTITLE,读万卷书，行万里路，我觉着爬万里路更好。,soundeffects/chiyunhua_tiaoxi2,,,,,,,,,,,
320807,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,soundeffects/DowntownArea,open,,ACTOR_SPINE_ANIMATION,208,smile,,LIGHT_ACTOR,208,,,NAME,叱云华,,,SUBTITLE,哎！怎么天下就没一个地方能发挥本公子的才华呢？,soundeffects/chiyunhua_hanxuan3,,,,,,,,,,,
320808,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,soundeffects/DowntownArea,open,,ACTOR_SPINE_ANIMATION,208,smile,,LIGHT_ACTOR,208,,,NAME,叱云华,,,SUBTITLE,君子爱财，取之有道。但也有句话叫作不拿白不拿。,soundeffects/chiyunhua_xieli3,,,,,,,,,,,
320809,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,soundeffects/DowntownArea,open,,ACTOR_SPINE_ANIMATION,208,smile,,LIGHT_ACTOR,208,,,NAME,叱云华,,,SUBTITLE,君子无戏言，戏言不君子。,soundeffects/chiyunhua1,,,,,,,,,,,
320810,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,soundeffects/DowntownArea,open,,ACTOR_SPINE_ANIMATION,208,smile,,LIGHT_ACTOR,208,,,NAME,叱云华,,,SUBTITLE,云散无形，雁过留声。,soundeffects/chiyunhua2,,,,,,,,,,,
320811,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,soundeffects/DowntownArea,open,,ACTOR_SPINE_ANIMATION,208,smile,,LIGHT_ACTOR,208,,,NAME,叱云华,,,SUBTITLE,你们刚才是夸我帅？我没听到啊，再来一遍再来一遍。,soundeffects/chiyunhua3,,,,,,,,,,,
320812,,,,BACKGROUND,sprites/juqing_jiedao1,,,MUSIC,soundeffects/DowntownArea,open,,ACTOR_SPINE_ANIMATION,208,smile,,LIGHT_ACTOR,208,,,NAME,叱云华,,,SUBTITLE,我的才智岂是你能理解的！,soundeffects/chiyunhua4,,,,,,,,,,,
320901,,,,BACKGROUND,sprites/juqing_jiulou1,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,209,smile,,LIGHT_ACTOR,209,,,NAME,叱云天,,,SUBTITLE,我爱交君子，亦喜伴美人。,soundeffects/chiyuntian_hanxuan1,,,,,,,,,,,
320902,,,,BACKGROUND,sprites/juqing_jiulou1,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,209,smile,,LIGHT_ACTOR,209,,,NAME,叱云天,,,SUBTITLE,有几个奇女子想介绍与你，只可惜她们被风月所困。,soundeffects/chiyuntian_hanxuan2,,,,,,,,,,,
320903,,,,BACKGROUND,sprites/juqing_jiulou1,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,209,smile,,LIGHT_ACTOR,209,,,NAME,叱云天,,,SUBTITLE,平生交此友，足浮一大白。,soundeffects/chiyuntian_xieli1,,,,,,,,,,,
320904,,,,BACKGROUND,sprites/juqing_jiulou1,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,209,smile,,LIGHT_ACTOR,209,,,NAME,叱云天,,,SUBTITLE,看来今天的我，很走运啊。,soundeffects/chiyuntian_xieli2,,,,,,,,,,,
320905,,,,BACKGROUND,sprites/juqing_jiulou1,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,209,frown,,LIGHT_ACTOR,209,,,NAME,叱云天,,,SUBTITLE,头上顶明月，佳人埋冬雪。,soundeffects/chiyuntian_tiaoxi1,,,,,,,,,,,
320906,,,,BACKGROUND,sprites/juqing_jiulou1,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,209,angry,,LIGHT_ACTOR,209,,,NAME,叱云天,,,SUBTITLE,诶？谁把我的酒偷走了？,soundeffects/chiyuntian_tiaoxi2,,,,,,,,,,,
320907,,,,BACKGROUND,sprites/juqing_jiulou1,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,209,smile,,LIGHT_ACTOR,209,,,NAME,叱云天,,,SUBTITLE,坐天下？别说笑了，我可不想每天对着宫墙发呆。,soundeffects/chiyuntian_hanxuan3,,,,,,,,,,,
320908,,,,BACKGROUND,sprites/juqing_jiulou1,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,209,sad,,LIGHT_ACTOR,209,,,NAME,叱云天,,,SUBTITLE,黄金泪，颜如玉，怎得佳人空闺叙。,soundeffects/chiyuntian_xieli3,,,,,,,,,,,
320909,,,,BACKGROUND,sprites/juqing_jiulou1,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,209,smile,,LIGHT_ACTOR,209,,,NAME,叱云天,,,SUBTITLE,难得的机会，不一起喝两杯？,soundeffects/chiyuntian1,,,,,,,,,,,
320910,,,,BACKGROUND,sprites/juqing_jiulou1,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,209,smile,,LIGHT_ACTOR,209,,,NAME,叱云天,,,SUBTITLE,兵不血刃，岂不更好？,soundeffects/chiyuntian2,,,,,,,,,,,
320911,,,,BACKGROUND,sprites/juqing_jiulou1,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,209,smile,,LIGHT_ACTOR,209,,,NAME,叱云天,,,SUBTITLE,今宵有酒今宵醉，明日愁来明日愁。,soundeffects/chiyuntian3,,,,,,,,,,,
320912,,,,BACKGROUND,sprites/juqing_jiulou1,,,MUSIC,music/richang1,open,,ACTOR_SPINE_ANIMATION,209,smile,,LIGHT_ACTOR,209,,,NAME,叱云天,,,SUBTITLE,不妨与我共谋天下！如何？,soundeffects/chiyuntian4,,,,,,,,,,,
321001,,,,BACKGROUND,sprites/juqing_jiangfu1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,210,smile,,LIGHT_ACTOR,210,,,NAME,李敏峰,,,SUBTITLE,我可是你大哥，以后李家的继承人，给我多注意了。,soundeffects/liminfeng_hanxuan1,,,,,,,,,,,
321002,,,,BACKGROUND,sprites/juqing_jiangfu1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,210,smile,,LIGHT_ACTOR,210,,,NAME,李敏峰,,,SUBTITLE,我最喜欢玩瓮中捉鳖的游戏了。,soundeffects/liminfeng_hanxuan2,,,,,,,,,,,
321003,,,,BACKGROUND,sprites/juqing_jiangfu1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,210,smile,,LIGHT_ACTOR,210,,,NAME,李敏峰,,,SUBTITLE,我会帮你在爹面前说点好话的。,soundeffects/liminfeng_xieli1,,,,,,,,,,,
321004,,,,BACKGROUND,sprites/juqing_jiangfu1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,210,smile,,LIGHT_ACTOR,210,,,NAME,李敏峰,,,SUBTITLE,我想找的东西，居然在你这。,soundeffects/liminfeng_xieli2,,,,,,,,,,,
321005,,,,BACKGROUND,sprites/juqing_jiangfu1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,210,shy,,LIGHT_ACTOR,210,,,NAME,李敏峰,,,SUBTITLE,嘿嘿嘿，没想到你这么性急。,soundeffects/liminfeng_tiaoxi1,,,,,,,,,,,
321006,,,,BACKGROUND,sprites/juqing_jiangfu1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,210,smile,,LIGHT_ACTOR,210,,,NAME,李敏峰,,,SUBTITLE,你大哥我一出手，什么蛇虫鼠辈，统统死光。,soundeffects/liminfeng_tiaoxi2,,,,,,,,,,,
321007,,,,BACKGROUND,sprites/juqing_jiangfu1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,210,smile,,LIGHT_ACTOR,210,,,NAME,李敏峰,,,SUBTITLE,怎么？要不要大哥带你出去好好玩玩？,soundeffects/liminfeng_hanxuan3,,,,,,,,,,,
321008,,,,BACKGROUND,sprites/juqing_jiangfu1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,210,smile,,LIGHT_ACTOR,210,,,NAME,李敏峰,,,SUBTITLE,大哥早就想要这东西了，哈哈哈，谢了谢了。,soundeffects/liminfeng_xieli3,,,,,,,,,,,
321009,,,,BACKGROUND,sprites/juqing_jiangfu1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,210,smile,,LIGHT_ACTOR,210,,,NAME,李敏峰,,,SUBTITLE,能达到目的的手段，就是好手段。,soundeffects/liminfeng1,,,,,,,,,,,
321010,,,,BACKGROUND,sprites/juqing_jiangfu1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,210,smile,,LIGHT_ACTOR,210,,,NAME,李敏峰,,,SUBTITLE,果然是乡下来的家伙，居然连我都不认识。,soundeffects/liminfeng2,,,,,,,,,,,
321011,,,,BACKGROUND,sprites/juqing_jiangfu1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,210,frown,,LIGHT_ACTOR,210,,,NAME,李敏峰,,,SUBTITLE,我爹可是尚书！谁敢动我？,soundeffects/liminfeng3,,,,,,,,,,,
321012,,,,BACKGROUND,sprites/juqing_jiangfu1,,,MUSIC,music/zhandou,open,,ACTOR_SPINE_ANIMATION,210,angry,,LIGHT_ACTOR,210,,,NAME,李敏峰,,,SUBTITLE,终有一天，那些羞辱过我的人，我要让他们一个个都跪在我面前。,soundeffects/liminfeng4,,,,,,,,,,,
321101,,,,BACKGROUND,sprites/juqing_lifu2,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,211,angry,,LIGHT_ACTOR,211,,,NAME,李萧然,,,SUBTITLE,哼！在爹的面前，你始终是个孩子。,soundeffects/lixiaoran_hanxuan1,,,,,,,,,,,
321102,,,,BACKGROUND,sprites/juqing_lifu2,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,211,smile,,LIGHT_ACTOR,211,,,NAME,李萧然,,,SUBTITLE,在外行事，切记我李家的教诲。,soundeffects/lixiaoran_hanxuan2,,,,,,,,,,,
321103,,,,BACKGROUND,sprites/juqing_lifu2,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,211,smile,,LIGHT_ACTOR,211,,,NAME,李萧然,,,SUBTITLE,好好好，你的心意爹知道了。,soundeffects/lixiaoran_xieli1,,,,,,,,,,,
321104,,,,BACKGROUND,sprites/juqing_lifu2,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,211,smile,,LIGHT_ACTOR,211,,,NAME,李萧然,,,SUBTITLE,看不出来，你还挺有孝心的。,soundeffects/lixiaoran_xieli2,,,,,,,,,,,
321105,,,,BACKGROUND,sprites/juqing_lifu2,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,211,smile,,LIGHT_ACTOR,211,,,NAME,李萧然,,,SUBTITLE,怎么？要陪爹下一局棋吗？,soundeffects/lixiaoran_tiaoxi1,,,,,,,,,,,
321106,,,,BACKGROUND,sprites/juqing_lifu2,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,211,frown,,LIGHT_ACTOR,211,,,NAME,李萧然,,,SUBTITLE,最近朝堂上的老友一个个都年老起来，我不会也……,soundeffects/lixiaoran_tiaoxi2,,,,,,,,,,,
321107,,,,BACKGROUND,sprites/juqing_lifu2,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,211,smile,,LIGHT_ACTOR,211,,,NAME,李萧然,,,SUBTITLE,如果你真的不止于此，便证明给为父看吧。,soundeffects/lixiaoran_hanxuan3,,,,,,,,,,,
321108,,,,BACKGROUND,sprites/juqing_lifu2,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,211,smile,,LIGHT_ACTOR,211,,,NAME,李萧然,,,SUBTITLE,有空也给你祖母送一份过去。,soundeffects/lixiaoran_xieli3,,,,,,,,,,,
321109,,,,BACKGROUND,sprites/juqing_lifu2,,,MUSIC,music/xiongzhuang1,open,,ACTOR_SPINE_ANIMATION,211,angry,,LIGHT_ACTOR,211,,,NAME,李萧然,,,SUBTITLE,这个家，真是越来越没规矩了！,soundeffects/lixiaoran1,,,,,,,,,,,
