id,name,desc,icon,quality,stack_count,type,use_conditions.conditions.type,use_conditions.conditions.arg,use_conditions.conditions.arg,use_conditions.conditions.type,use_conditions.conditions.arg,use_conditions.conditions.arg,max_use_count,use_events.events.type,use_events.events.arg,use_events.events.arg,use_events.events.type,use_events.events.arg,use_events.events.arg,target_events.events.type,target_events.events.arg,target_events.events.arg,sell_events.events.type,sell_events.events.arg,sell_events.events.arg,direct_use,tags,origins,origins,origins,origins,buy_desc,everyday_use_count
8002,同心结,同根，同心，同福，同生的象征。使用后双方增加50点好感度。,icon/item/icon_tongxinjie,4,999,MATERIAL,,,,,,,,CHANGE_INTIMACY,50,,ADD_RESOURCE,GIVE_GIFT,50,ADD_RESOURCE,RECEIVE_GIFT,50,ADD_RESOURCE,GOLD,100,,,6,50,,,,
8003,待月西厢,甜蜜蜜下，迎风户半开。使用后双方增加88点好感度。,icon/item/icon_xuyuicao,4,999,MATERIAL,,,,,,,,CHANGE_INTIMACY,88,,ADD_RESOURCE,GIVE_GIFT,88,ADD_RESOURCE,RECEIVE_GIFT,88,ADD_RESOURCE,GOLD,100,,,6,50,,,,
8004,西窗烛,何当共剪西窗烛，却话巴山夜雨时。使用后双方增加199点好感度。,icon/item/icon_xichaungzhu,4,999,MATERIAL,,,,,,,,CHANGE_INTIMACY,199,,ADD_RESOURCE,GIVE_GIFT,199,ADD_RESOURCE,RECEIVE_GIFT,199,ADD_RESOURCE,GOLD,100,,,6,50,,,,
8005,甜蜜蜜,每一颗，都是我甜蜜的飞吻。使用后双方增加520点好感度。,icon/item/icon_tanghulu,5,999,MATERIAL,,,,,,,,CHANGE_INTIMACY,520,,ADD_RESOURCE,GIVE_GIFT,520,ADD_RESOURCE,RECEIVE_GIFT,520,ADD_RESOURCE,GOLD,100,,,6,50,,,,
8006,地老天荒,珍惜和你的每一秒，直到天荒地老。使用后双方增加666点好感度。,icon/item/icon_chahua,5,999,MATERIAL,,,,,,,,CHANGE_INTIMACY,666,,ADD_RESOURCE,GIVE_GIFT,666,ADD_RESOURCE,RECEIVE_GIFT,666,ADD_RESOURCE,GOLD,100,,,6,,,,,
8007,一往情深,一往情深深几许？深山夕照深秋雨。使用后双方增加888点好感度。,icon/item/icon_yipengmeigui,5,999,MATERIAL,,,,,,,,CHANGE_INTIMACY,888,,ADD_RESOURCE,GIVE_GIFT,888,ADD_RESOURCE,RECEIVE_GIFT,888,ADD_RESOURCE,GOLD,100,,,6,50,,,,
8008,百年好合,天定姻缘百年好合，地结连理三生有幸。使用后双方增加999点好感度。,icon/item/icon_baihehua,5,999,MATERIAL,,,,,,,,CHANGE_INTIMACY,999,,ADD_RESOURCE,GIVE_GIFT,999,ADD_RESOURCE,RECEIVE_GIFT,999,ADD_RESOURCE,GOLD,100,,,6,50,,,,
8009,星之彼岸,星之彼岸，与君厮守终生。使用后双方各增加1314点好感度。,icon/item/icon_xingchenpin,5,999,MATERIAL,,,,,,,,CHANGE_INTIMACY,1314,,ADD_RESOURCE,GIVE_GIFT,1314,ADD_RESOURCE,RECEIVE_GIFT,1314,ADD_RESOURCE,GOLD,100,,,6,50,,,,
8010,悠悠我心,“青青子衿，悠悠我心。”使用后双方各增加2888点好感度。,icon/item/icon_yinghuochong,5,999,MATERIAL,,,,,,,,CHANGE_INTIMACY,2888,,ADD_RESOURCE,GIVE_GIFT,2888,ADD_RESOURCE,RECEIVE_GIFT,2888,ADD_RESOURCE,GOLD,100,,,6,50,,,,
8011,语笑嫣然,笑嫣然。舞翩然。当垆秦女，十五语如弦。使用后双方增加3888点好感度。,icon/item/icon_yinghua,5,999,MATERIAL,,,,,,,,CHANGE_INTIMACY,3888,,ADD_RESOURCE,GIVE_GIFT,3888,ADD_RESOURCE,RECEIVE_GIFT,3888,ADD_RESOURCE,GOLD,100,,,6,,,,,
9000,结缘信物,遥远星河中，你会是守护我的那颗星么。,icon/item/jiezhi,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,51,,,,,
9001,星语玫瑰,赠人玫瑰，手有余香。使用后为目标增加1点星愿值。,icon/item/xingyumeigui,4,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,51,,,,,
9002,星语恋心,眷眷红尘，恋恋人心。使用后为目标增加2888点星愿值。,icon/item/xingyulianxin,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,51,,,,,
9003,星愿值礼包,开启后可获得1000点星愿值。,icon/item/lihe,5,999,ITEM,COST_ITEM,9003,1,,,,99,ADD_RESOURCE,STAR_WISH,1000,,,,,,,ADD_RESOURCE,GOLD,100,True,,51,,,,,
9004,星屑礼盒,开启后获得100份星屑。,icon/item/fudai,5,999,ITEM,COST_ITEM,9004,1,,,,99,ADD_RESOURCE,STAR_FRAGMENT,100,,,,,,,ADD_RESOURCE,GOLD,100,True,,51,,,,,
9006,鸾羽礼盒,开启后获得30尾鸾羽。,icon/item/fudai,5,999,ITEM,COST_ITEM,9006,1,,,,99,ADD_RESOURCE,FENG_YU,30,,,,,,,ADD_RESOURCE,GOLD,100,True,,51,,,,,
9007,凤灵礼盒,开启后获得30枚凤灵。,icon/item/fudai,5,999,ITEM,COST_ITEM,9007,1,,,,99,ADD_RESOURCE,STAR_IRON,30,,,,,,,ADD_RESOURCE,GOLD,100,True,,51,,,,,
9008,北斗星魂礼盒,打开后可获取北斗星魂。唯一道具。,ui/hzicon/yichu/guanghuan_beidouxing,5,999,ITEM,COST_ITEM,9008,1,,,,,ADD_HUANZHUANG_COLLECTION,HP_GUANGHUAN,150002,,,,,,,ADD_RESOURCE,GOLD,100,True,,51,,,,,
9009,缤纷星魂礼盒,打开后可获取缤纷星魂。唯一道具。,ui/hzicon/yichu/guanghuan_wutai,5,999,ITEM,COST_ITEM,9009,1,,,,,ADD_HUANZHUANG_COLLECTION,HP_GUANGHUAN,150003,,,,,,,ADD_RESOURCE,GOLD,100,True,,51,,,,,
9010,翩翩星魂礼盒,打开后可获取翩翩星魂。唯一道具。,ui/hzicon/yichu/guanghuan_hudie,5,999,ITEM,COST_ITEM,9010,1,,,,,ADD_HUANZHUANG_COLLECTION,HP_GUANGHUAN,150005,,,,,,,ADD_RESOURCE,GOLD,100,True,,51,,,,,
9011,白雪星魂礼盒,打开后可获取白雪星魂。唯一道具。,ui/hzicon/yichu/guanghuan_xuehua,5,999,ITEM,COST_ITEM,9011,1,,,,,ADD_HUANZHUANG_COLLECTION,HP_GUANGHUAN,150006,,,,,,,ADD_RESOURCE,GOLD,100,True,,51,,,,,
9012,普通喜糖,打开后可获得1尾鸾羽、1颗凤灵，并有概率获得100份星魂。,icon/item/xitang01,3,999,ITEM,COST_ITEM,9012,1,,,,99,DROP,70003,1,,,,,,,ADD_RESOURCE,GOLD,100,True,,328,,,,,
9013,奢华喜糖,打开后可获得3尾鸾羽、3颗凤灵，并有概率获得150份星魂。,icon/item/xitang02,4,999,ITEM,COST_ITEM,9013,1,,,,99,DROP,70004,1,,,,,,,ADD_RESOURCE,GOLD,100,True,,328,,,,,
9014,贵族喜糖,打开后可获得7尾鸾羽、7颗凤灵，并有概率获得200份星魂。,icon/item/xitang03,5,999,ITEM,COST_ITEM,9014,1,,,,99,DROP,70005,1,,,,,,,ADD_RESOURCE,GOLD,100,True,,328,,,,,
9400,羊奶膏,优质乳脂制成的羊奶膏，襁褓期宝宝最喜欢的食品，可增加饱食度。,icon/item/yangnaigao,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9401,请医帖,用来请宫中御医的请医帖，使用后可以提高宝宝的健康度。,icon/item/qingyitie,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9402,人参果,可口的人参果，可提升宝宝100点成长值，有概率提升300点成长值。,icon/item/renshengguo,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9501,低阶琴艺,低阶琴艺书，学习后可提升宝宝的生命值。,icon/item/dijieqinyi,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9502,中阶琴艺,中阶琴艺书，学习后可提升宝宝的生命值。,icon/item/zhongjieqinyi,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9503,高阶琴艺,高阶琴艺书，学习后可提升宝宝的生命值。,icon/item/gaojieqinyi,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9504,低阶棋艺,低阶棋艺书，学习后可提升宝宝的攻击属性。,icon/item/dijieqiyi,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9505,中阶棋艺,中阶棋艺书，学习后可提升宝宝的攻击属性。,icon/item/zhongjieqiyi,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9506,高阶棋艺,高阶棋艺书，学习后可提升宝宝的攻击属性。,icon/item/gaojieqiyi,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9507,低阶书法,低阶书法书，学习后可提升宝宝的防御属性。,icon/item/dijieshufa,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9508,中阶书法,中阶书法书，学习后可提升宝宝的防御属性。,icon/item/zhongjieshufa,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9509,高阶书法,高阶书法书，学习后可提升宝宝的防御属性。,icon/item/gaojieshufa,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9510,低阶画技,低阶画技书，学习后可提升宝宝的暴击率。,icon/item/dijiehuaji,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9511,中阶画技,中阶画技书，学习后可提升宝宝的暴击率。,icon/item/zhongjiehuaji,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9512,高阶画技,高阶画技书，学习后可提升宝宝的暴击率。,icon/item/gaojiehuaji,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9513,低阶乐理,低阶乐理书，学习后可提升宝宝的命中率。,icon/item/dijieyueli,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9514,中阶乐理,中阶乐理书，学习后可提升宝宝的命中率。,icon/item/zhongjieyueli,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9515,高阶乐理,高阶乐理书，学习后可提升宝宝的命中率。,icon/item/gaojieyueli,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9516,低阶射艺,低阶射艺书，学习后可提升宝宝的抗暴率。,icon/item/dijiesheyi,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9517,中阶射艺,中阶射艺书，学习后可提升宝宝的抗暴率。,icon/item/zhongjiesheyi,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9518,高阶射艺,高阶射艺书，学习后可提升宝宝的抗暴率。,icon/item/gaojiesheyi,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9519,低阶御术,低阶御术书，学习后可提升宝宝的闪避率。,icon/item/dijieyushu,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9520,中阶御术,中阶御术书，学习后可提升宝宝的闪避率。,icon/item/zhongjieyushu,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9521,高阶御术,高阶御术书，学习后可提升宝宝的闪避率。,icon/item/gaojieyushu,5,999,MATERIAL,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
9528,初级诗文帖,用于学习宝宝技能的初级诗文帖，可增加技能经验。,icon/item/chujishiwentie,3,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9529,中级诗文帖,用于学习宝宝技能的中级诗文帖，可增加技能经验。,icon/item/zhongjishiwentie,4,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9530,高级诗文帖,用于学习宝宝技能的高级诗文帖，可增加技能经验。,icon/item/gaojishiwentie,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,圣水,拥有扭转阴阳乾坤的圣水，可用于转换宝宝的性别。,icon/item/shengshui,4,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9051,易筋丸,易型改功必备的丹药，使用后可改变宝宝的职业。,icon/item/yijingwan,4,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
9053,束脩,奉赠师门的礼物，使用后可更改宝宝所学技能。,icon/item/suxiu,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
100000,七,可配置活动，七夕活动物品，可兑换道具。,icon/item/icon_meiguihua,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
100001,夕,可配置活动，七夕活动物品，可兑换道具。,icon/item/icon_meiguihua,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
100002,鹊,可配置活动，七夕活动物品，可兑换道具。,icon/item/icon_meiguihua,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
100003,桥,可配置活动，七夕活动物品，可兑换道具。,icon/item/icon_meiguihua,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
200001,唐,嫣然送礼活动，可兑换道具。,icon/item/tang,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
200002,嫣,嫣然送礼活动，可兑换道具。,icon/item/yan,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
200003,送,嫣然送礼活动，可兑换道具。,icon/item/song,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
200004,好,嫣然送礼活动，可兑换道具。,icon/item/hao,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
200005,礼,嫣然送礼活动，可兑换道具。,icon/item/li,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
200006,玲珑荷包,打开后必然获得两万银币，以及孔雀羽或青丝中的一种。,icon/item/linglonghebao,5,999,ITEM,COST_ITEM,200006,1,,,,99,ADD_RESOURCE,GOLD,20000,DROP,80005,1,,,,,,,True,,,,,,,
200007,孔雀羽,玲珑套装活动，可用于兑换。,icon/item/kongqueyu,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
200008,青丝,玲珑套装活动，可用于兑换。,icon/item/qingsi,5,999,MATERIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,
300001,新官网预约专属礼包,打开后可获得丰厚的奖励。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,300001,1,,,,,DROP,81001,1,,,,,,,,,,True,,,,,,,
300002,新官网下载专属礼包,打开后可获得丰厚的奖励。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,300002,1,,,,,DROP,81002,1,,,,,,,,,,True,,,,,,,
300003,邀请好友集结礼包,打开后可获得丰厚的奖励。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,300003,1,,,,,DROP,81003,1,,,,,,,,,,True,,,,,,,
301001,华为定制礼包,打开后可获得丰厚的奖励。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,301001,1,,,,,DROP,81004,1,,,,,,,,,,True,,,,,,,
301002,UC定制礼包,打开后可获得丰厚的奖励。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,301002,1,,,,,DROP,81005,1,,,,,,,,,,True,,,,,,,
301003,联想定制礼包,打开后可获得丰厚的奖励。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,301003,1,,,,,DROP,81006,1,,,,,,,,,,True,,,,,,,
301004,金立定制礼包,打开后可获得丰厚的奖励。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,301004,1,,,,,DROP,81007,1,,,,,,,,,,True,,,,,,,
301005,oppo定制礼包,打开后可获得丰厚的奖励。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,301005,1,,,,,DROP,81008,1,,,,,,,,,,True,,,,,,,
301006,vivo定制礼包,打开后可获得丰厚的奖励。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,301006,1,,,,,DROP,81009,1,,,,,,,,,,True,,,,,,,
301007,应用宝定制礼包,打开后可获得丰厚的奖励。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,301007,1,,,,,DROP,81010,1,,,,,,,,,,True,,,,,,,
301008,美图定制礼包,打开后可获得丰厚的奖励。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,301008,1,,,,,DROP,81011,1,,,,,,,,,,True,,,,,,,
301009,小米定制礼包,打开后可获得丰厚的奖励。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,301009,1,,,,,DROP,81012,1,,,,,,,,,,True,,,,,,,
302001,首次测试玩家称号礼包,赠送给参与盛世测试玩家的专属礼包，可以获得专属称号“初见倾心”。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,302001,1,,,,,DROP,81013,1,,,,,,,,,,True,,,,,,,
302002,至尊测试玩家称号礼包,赠送给参与绮丽测试玩家的专属礼包，可以获得专属称号“再续前缘”。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,302002,1,,,,,DROP,81014,1,,,,,,,,,,True,,,,,,,
302003,至尊回归礼包,赠送给参与测试玩家的专属礼包，可以获得专属称号“再续前缘”。,icon/item/giftbox_5,5,999,ITEM,COST_ITEM,302003,1,,,,,DROP,81015,1,,,,,,,,,,True,,,,,,,
303001,喜结良缘礼盒,使用后可获得绝等伙伴拓跋浚或李未央之一。“三生石上注良缘，恩爱夫妻彩线牵，春色无边花富贵，郎情妾意俩缠绵。”。,icon/item/dahunlihe,5,999,ITEM,COST_ITEM,303001,1,,,,,DROP,82001,1,,,,,,,,,,True,,,,,,,
88888,菜肴礼包,测试道具。,icon/item/shanhejinnang,5,999,ITEM,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
99999,诰封大礼包,测试道具。,icon/item/shanhejinnang,5,999,ITEM,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,100,,,,,,,,
