id,scene,begin_battle_plot,start_battle_plot,end_battle_win_plot,end_battle_lose_plot,battle_background,type,left_helper.actors.actor,left_helper.actors.row,left_helper.actors.col,left_helper.actors.boss,left_helper.actors.actor,left_helper.actors.row,left_helper.actors.col,left_helper.actors.boss,left_helper.actors.actor,left_helper.actors.row,left_helper.actors.col,left_helper.actors.boss,right_helper.actors.actor,right_helper.actors.row,right_helper.actors.col,right_helper.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,heros.actors.actor,heros.actors.row,heros.actors.col,heros.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,monsters.actors.actor,monsters.actors.row,monsters.actors.col,monsters.actors.boss,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.reserved,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.reserved,win_conditions.conditions.type,win_conditions.conditions.arg,win_conditions.reserved,lose_conditions.conditions.type,lose_conditions.conditions.arg,win_conditions.reserved,lose_conditions.conditions.type,lose_conditions.conditions.arg,win_conditions.reserved,lose_conditions.conditions.type,lose_conditions.conditions.arg,win_conditions.reserved,round_events.round,round_events.type,round_events.arg,round_events.round,round_events.type,round_events.arg,recommand_zhanli
20041,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6318,2,1,,6318,2,2,,6318,1,3,,6318,2,3,,6318,3,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,197110
20042,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6319,2,1,,6319,2,2,,6319,1,3,,6319,3,3,,6320,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,197110
20043,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6321,2,1,,6321,2,2,,6321,1,3,,6321,3,3,,6322,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,197110
20044,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6323,2,1,,6324,2,2,,6325,1,3,,6325,3,3,,6326,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,197110
20045,NewBattleScene,,,,,prefabs/zhandou_gongdian1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6327,2,1,,6327,2,2,,6328,1,3,,6329,2,3,,6330,3,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,197110
20046,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6331,2,1,,6331,2,2,,6332,1,3,,6332,2,3,,6332,3,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,216740
20047,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6333,2,1,,6333,2,2,,6334,1,3,,6334,3,3,,6335,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,216740
20048,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6336,2,1,,6336,2,2,,6336,1,3,,6336,3,3,,6337,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,216740
20049,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6338,2,1,,6338,3,3,,6339,2,2,,6339,1,3,,6340,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,216740
20050,NewBattleScene,,,,,prefabs/zhandou_lifu1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6341,2,1,,6341,3,3,,6342,2,2,,6343,1,3,,6344,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,216740
20051,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6345,1,1,,6345,2,1,,6345,3,1,,6345,2,2,,6345,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,234650
20052,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6346,1,1,,6346,2,1,,6346,3,1,,6346,2,2,,6346,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,234650
20053,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6347,1,1,,6347,2,1,,6347,3,1,,6347,2,3,,6348,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,234650
20054,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6349,1,1,,6349,2,1,,6349,3,1,,6349,2,3,,6350,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,234650
20055,NewBattleScene,,,,,prefabs/zhandou_gongdian1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6351,1,1,,6351,2,1,,6352,3,1,,6353,2,2,,6354,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,234650
20056,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6355,1,1,,6355,2,1,,6355,3,1,,6355,2,2,,6355,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,255330
20057,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6356,1,1,,6356,2,1,,6356,3,1,,6356,2,3,,6357,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,255330
20058,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6358,1,1,,6358,2,1,,6358,3,1,,6358,2,3,,6359,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,255330
20059,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6360,1,1,,6360,2,1,,6360,3,1,,6360,2,3,,6361,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,255330
20060,NewBattleScene,,,,,prefabs/zhandou_lifu1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6362,1,1,,6362,3,1,,6363,2,1,,6364,2,2,,6365,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,255330
20061,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6366,2,1,,6366,1,2,,6366,2,2,,6366,3,2,,6366,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,272730
20062,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6367,2,1,,6367,1,2,,6367,2,2,,6367,3,2,,6367,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,272730
20063,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6368,2,1,,6368,1,2,,6368,3,2,,6368,2,3,,6369,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,272730
20064,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6370,2,1,,6370,1,2,,6370,3,2,,6370,2,3,,6371,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,272730
20065,NewBattleScene,,,,,prefabs/zhandou_gongdian1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6372,2,1,,6372,1,2,,6372,3,2,,6373,2,2,,6374,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,272730
20066,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6375,2,1,,6375,1,2,,6375,3,2,,6375,2,3,,6376,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,288960
20067,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6377,2,1,,6377,1,2,,6377,3,2,,6377,2,3,,6378,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,288960
20068,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379,2,1,,6379,1,2,,6379,3,2,,6379,2,3,,6380,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,288960
20069,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6381,2,1,,6381,3,2,,6381,2,3,,6382,1,2,,6383,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,288960
20070,NewBattleScene,,,,,prefabs/zhandou_lifu1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6384,2,1,,6385,1,2,,6386,2,2,,6387,3,2,,6387,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,288960
20071,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6388,1,1,,6388,3,1,,6388,1,3,,6388,3,3,,6389,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,315570
20072,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6390,1,1,,6391,3,1,,6391,1,3,,6391,3,3,,6392,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,315570
20073,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6393,1,1,,6393,3,1,,6393,1,3,,6393,3,3,,6394,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,315570
20074,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6395,1,1,,6395,1,3,,6395,3,3,,6396,3,1,,6397,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,315570
20075,NewBattleScene,,,,,prefabs/zhandou_gongdian1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6398,1,1,,6399,3,1,,6400,2,2,,6401,1,3,,6402,3,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,315570
20076,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6403,1,1,,6403,3,1,,6403,1,3,,6403,3,3,,6404,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,343990
20077,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6405,1,1,,6405,3,1,,6405,1,3,,6405,3,3,,6406,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,343990
20078,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6407,1,1,,6407,3,1,,6407,1,3,,6407,3,3,,6408,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,343990
20079,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6409,1,1,,6409,1,3,,6409,3,3,,6410,3,1,,6411,2,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,343990
20080,NewBattleScene,,,,,prefabs/zhandou_lifu1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6412,1,1,,6412,3,1,,6413,2,2,,6414,1,3,,6415,3,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,343990
20081,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6416,2,1,,6416,2,2,,6416,1,3,,6416,3,3,,6417,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,386690
20082,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6418,2,1,,6418,2,2,,6418,1,3,,6418,3,3,,6419,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,386690
20083,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6420,2,1,,6420,2,2,,6420,1,3,,6420,3,3,,6421,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,386690
20084,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6422,2,1,,6422,2,2,,6422,3,3,,6423,1,3,,6424,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,386690
20085,NewBattleScene,,,,,prefabs/zhandou_gongdian1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6425,2,1,,6425,2,2,,6425,3,3,,6426,1,3,,6427,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,386690
20086,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6428,2,1,,6428,2,2,,6428,1,3,,6428,2,3,,6428,3,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,430490
20087,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6429,2,1,,6429,2,2,,6429,1,3,,6429,3,3,,6430,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,430490
20088,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6431,2,1,,6431,2,2,,6431,1,3,,6431,3,3,,6432,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,430490
20089,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6433,2,1,,6433,1,3,,6433,3,3,,6434,2,2,,6435,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,430490
20090,NewBattleScene,,,,,prefabs/zhandou_lifu1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6436,2,1,,6437,2,2,,6437,3,3,,6438,1,3,,6439,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,430490
20091,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6440,1,1,,6440,3,1,,6440,3,2,,6440,2,3,,6441,1,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,473210
20092,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6442,1,1,,6442,3,1,,6442,3,2,,6442,2,3,,6443,1,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,473210
20093,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6444,1,1,,6444,3,1,,6444,3,2,,6444,2,3,,6445,1,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,473210
20094,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6446,1,1,,6446,3,1,,6446,2,3,,6447,1,2,,6448,3,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,473210
20095,NewBattleScene,,,,,prefabs/zhandou_gongdian1,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6449,1,1,,6450,3,1,,6450,2,3,,6451,1,2,,6452,3,2,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,473210
20096,NewBattleScene,,,,,prefabs/zhandou_minzhai,BT_NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6453,1,1,,6453,3,1,,6453,1,2,,6453,3,2,,6453,2,3,,,,,,,,,,,,,,,,,,RIGHT_GRIDS_ALL_DEAD,,,,,,,,,,,,,LEFT_GRIDS_ALL_DEAD,,,ROUND_OVER,10,,,,,,,,,,,517720
