id,name,icon,day_times_limit,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,challenge_conditions.conditions.type,challenge_conditions.conditions.arg,challenge_conditions.conditions.arg,challenge_conditions.conditions.type,challenge_conditions.conditions.arg,challenge_conditions.conditions.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.type,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,first_win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,win_events.events.type,win_events.events.arg,win_events.events.arg,first_great_events.events.type,first_great_events.events.arg,first_great_events.events.arg,first_great_events.events.type,first_great_events.events.arg,first_great_events.events.arg,battle_pttid,battle_drop_pttid,show_win_conditions,plot_pttid,huanzhuang_pttid,desc,sweep_conditions.conditions.type,sweep_conditions.conditions.arg
10188,第八关,,99,PASS_ADVENTURE,10187,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,210,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10151,10003,1,,,李家尊位尚书府，在雄厚的文史底蕴中培养出了一批独特的伶人。伶人国色天姿，乍一看只是一群手无寸铁的舞者。但若重伤其中一位伶人，她们的“共生舞”便会被激发，其他伶人的攻击力立即得到提升。,VIP_LEVEL_GE,7
10189,第九关,,3,PASS_ADVENTURE,10188,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10152,12003,1,,,当朝尚书李萧然，阅人无数，心思缜密。\n李萧然擅长驱散增益效果和眩晕对手，充分运用智谋来战胜他！,VIP_LEVEL_GE,7
10190,第十关,,,PASS_ADVENTURE,10189,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500320,,,,
10191,第十一关,,99,PASS_ADVENTURE,10190,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,219,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10153,10103,1,,,尚书府家丁负责维护尚书府的秩序。虽然家丁个体实力不强，但最擅长以多打少！,VIP_LEVEL_GE,7
10192,第十二关,,99,PASS_ADVENTURE,10191,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,219,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10154,10103,1,,,李家尊位尚书府，在雄厚的文史底蕴中培养出了一批独特的伶人。伶人国色天姿，乍一看只是一群手无寸铁的舞者。但若重伤其中一位伶人，她们的“共生舞”便会被激发，其他伶人的攻击力立即得到提升。,VIP_LEVEL_GE,7
10193,第十三关,,99,PASS_ADVENTURE,10192,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,219,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10155,10103,1,,,李家尊位尚书府，在雄厚的文史底蕴中培养出了一批独特的伶人。伶人国色天姿，乍一看只是一群手无寸铁的舞者。但若重伤其中一位伶人，她们的“共生舞”便会被激发，其他伶人的攻击力立即得到提升。,VIP_LEVEL_GE,7
10194,第十四关,,3,PASS_ADVENTURE,10193,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10156,11103,1,,,尚书府有一位人见人怕的小姐，名唤李常喜。喜吃，喜玩，喜作怪。\n李常喜以狮子吼闻名，对手血量越低，狮子吼的威力将会越大！,VIP_LEVEL_GE,7
10195,第十五关,,,PASS_ADVENTURE,10194,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500330,,,,
10196,第十六关,,99,PASS_ADVENTURE,10195,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,210,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10157,10103,1,,,李家尊位尚书府，在雄厚的文史底蕴中培养出了一批独特的伶人。伶人国色天姿，乍一看只是一群手无寸铁的舞者。但若重伤其中一位伶人，她们的“共生舞”便会被激发，其他伶人的攻击力立即得到提升。,VIP_LEVEL_GE,7
10197,第十七关,,99,PASS_ADVENTURE,10196,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,210,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10158,10103,1,,,李家尊位尚书府，在雄厚的文史底蕴中培养出了一批独特的伶人。伶人国色天姿，乍一看只是一群手无寸铁的舞者。但若重伤其中一位伶人，她们的“共生舞”便会被激发，其他伶人的攻击力立即得到提升。,VIP_LEVEL_GE,7
10198,第十八关,,99,PASS_ADVENTURE,10197,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,210,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10159,10103,1,,,李家尊位尚书府，在雄厚的文史底蕴中培养出了一批独特的伶人。伶人国色天姿，乍一看只是一群手无寸铁的舞者。但若重伤其中一位伶人，她们的“共生舞”便会被激发，其他伶人的攻击力立即得到提升。,VIP_LEVEL_GE,7
10199,第十九关,,3,PASS_ADVENTURE,10198,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10160,12103,1,,,清甜可爱，待人亲切，让人一见就心生怜爱。但李常茹作为李家小姐，能有千百人仰慕，又岂是等闲。\n李常茹擅长单体攻击，一身针线功夫炉火纯青！,VIP_LEVEL_GE,7
10200,第二十关,,,PASS_ADVENTURE,10199,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500340,,,,
10201,第二十一关,,99,PASS_ADVENTURE,10200,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,219,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10161,10203,1,,,李家尊位尚书府，在雄厚的文史底蕴中培养出了一批独特的伶人。伶人国色天姿，乍一看只是一群手无寸铁的舞者。但若重伤其中一位伶人，她们的“共生舞”便会被激发，其他伶人的攻击力立即得到提升。,VIP_LEVEL_GE,7
10202,第二十二关,,99,PASS_ADVENTURE,10201,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,219,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10162,10203,1,,,李家尊位尚书府，在雄厚的文史底蕴中培养出了一批独特的伶人。伶人国色天姿，乍一看只是一群手无寸铁的舞者。但若重伤其中一位伶人，她们的“共生舞”便会被激发，其他伶人的攻击力立即得到提升。,VIP_LEVEL_GE,7
10203,第二十三关,,99,PASS_ADVENTURE,10202,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,219,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10163,10203,1,,,李家尊位尚书府，在雄厚的文史底蕴中培养出了一批独特的伶人。伶人国色天姿，乍一看只是一群手无寸铁的舞者。但若重伤其中一位伶人，她们的“共生舞”便会被激发，其他伶人的攻击力立即得到提升。,VIP_LEVEL_GE,7
10204,第二十四关,,3,PASS_ADVENTURE,10203,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10164,11203,1,,,笑口常开，好运自来。月下美人，常悦莫属。\n李常悦性格内向，尤喜月夜。在月夜之中，对手将无法分辨她的方位！,VIP_LEVEL_GE,7
10205,第二十五关,,,PASS_ADVENTURE,10204,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500350,,,,
10206,第二十六关,,99,PASS_ADVENTURE,10205,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,210,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10165,10203,1,,,李家尊位尚书府，在雄厚的文史底蕴中培养出了一批独特的伶人。伶人国色天姿，乍一看只是一群手无寸铁的舞者。但若重伤其中一位伶人，她们的“共生舞”便会被激发，其他伶人的攻击力立即得到提升。,VIP_LEVEL_GE,7
10207,第二十七关,,99,PASS_ADVENTURE,10206,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,210,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10166,10203,1,,,李家尊位尚书府，在雄厚的文史底蕴中培养出了一批独特的伶人。伶人国色天姿，乍一看只是一群手无寸铁的舞者。但若重伤其中一位伶人，她们的“共生舞”便会被激发，其他伶人的攻击力立即得到提升。,VIP_LEVEL_GE,7
10208,第二十八关,,99,PASS_ADVENTURE,10207,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,210,1,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10167,10203,1,,,李家尊位尚书府，在雄厚的文史底蕴中培养出了一批独特的伶人。伶人国色天姿，乍一看只是一群手无寸铁的舞者。但若重伤其中一位伶人，她们的“共生舞”便会被激发，其他伶人的攻击力立即得到提升。,VIP_LEVEL_GE,7
10209,第二十九关,,3,PASS_ADVENTURE,10208,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10168,12203,1,,,李敏峰作为李府长子，从小受到优秀的武艺培养。\n在应付李敏峰高额单体攻击的同时，也要小心他强大的物理暴击能力！,VIP_LEVEL_GE,7
10210,第三十关,,,PASS_ADVENTURE,10209,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,37,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500360,,,,
10211,第一关,,99,LEVEL_GE,95,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,230,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10169,10010,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10212,第二关,,99,PASS_ADVENTURE,10211,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,230,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10170,10010,1,,,使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10213,第三关,,99,PASS_ADVENTURE,10212,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,230,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10171,10010,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！\n使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10214,第四关,,3,PASS_ADVENTURE,10213,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10172,10010,1,,,随时注意拓跋知的血量，他的血量高低，将直接影响他的治疗能力或输出能力！,VIP_LEVEL_GE,7
10215,第五关,,,PASS_ADVENTURE,10214,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500910,,,,
10216,第六关,,99,PASS_ADVENTURE,10215,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,105,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10173,10010,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10217,第七关,,99,PASS_ADVENTURE,10216,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,105,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10174,10010,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！\n使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10218,第八关,,99,PASS_ADVENTURE,10217,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,105,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10175,10010,1,,,使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10219,第九关,,3,PASS_ADVENTURE,10218,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10176,12010,1,,,谁说女子不如男，拓跋迪拥有强力的百分比输出能力！,VIP_LEVEL_GE,7
10220,第十关,,,PASS_ADVENTURE,10219,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500920,,,,
10221,第十一关,,99,PASS_ADVENTURE,10220,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,230,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10177,10110,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10222,第十二关,,99,PASS_ADVENTURE,10221,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,230,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10178,10110,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！\n使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10223,第十三关,,99,PASS_ADVENTURE,10222,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,230,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10179,10110,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10224,第十四关,,3,PASS_ADVENTURE,10223,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10180,11110,1,,,拓跋翰拥有超高的防御能力和回血能力！,VIP_LEVEL_GE,7
10225,第十五关,,,PASS_ADVENTURE,10224,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500930,,,,
10226,第十六关,,99,PASS_ADVENTURE,10225,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,105,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10181,10110,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10227,第十七关,,99,PASS_ADVENTURE,10226,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,105,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10182,10110,1,,,使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10228,第十八关,,99,PASS_ADVENTURE,10227,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,105,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10183,10110,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
10229,第十九关,,3,PASS_ADVENTURE,10228,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10184,12110,1,,,拓跋余拥有强大的真实伤害！,VIP_LEVEL_GE,7
10230,第二十关,,,PASS_ADVENTURE,10229,,,,,,,,,,,ADD_RESOURCE,TIAN_SHU_MO,10,,,,,,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500940,,,,
10231,第二十一关,,99,PASS_ADVENTURE,10230,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,230,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10185,10210,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！\n使用合理的阵型排布对场上的敌人进行快速打击，否则皇宫谋士将会造成高额的伤害！,VIP_LEVEL_GE,7
10232,第二十二关,,99,PASS_ADVENTURE,10231,,,,,COST_RESOURCE,POWER,10,COST_RESOURCE,ADVENTURE_CHANCE,1,ADD_RESOURCE,TIAN_SHU_MO,10,,,ADD_ITEM,230,1,,,ADD_ITEM,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADD_RESOURCE,GOLD,10000,ADD_RESOURCE,EXP,100,ADD_RESOURCE,ACTOR_EXP,2000,,,,,,,10186,10210,1,,,使用强力的单体攻击对皇宫盾卫保护的主公（主公会以不同的身份出现在战斗中，尝试找出他们）进行集火打击，主公重伤后，皇宫盾卫将会失去原有的超高防御！,VIP_LEVEL_GE,7
