id,name,icon,appearance,type,fancy,buildings.building,buildings.allowed_areas,buildings.init_pos.x,buildings.init_pos.y,collision_group,z_level,attach_areas,anchors.x,anchors.y,anchors.x,anchors.y,size.width,size.height,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,collision_points.x,collision_points.y,sub_furniture,sub_furniture,sub_furniture,sub_furniture,sub_furniture,sub_furniture,sub_furniture,unlock_conditions.conditions.type,unlock_conditions.conditions.arg,unlock_conditions.conditions.arg,buy_conditions.conditions.type,buy_conditions.conditions.arg,buy_conditions.conditions.arg,max_count
306005,西域房梁,chufang_6005,chufang_6005,4,92,MBT_KITCHEN,10,0,698,,999,,0,70,1334,70,1334,70,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2000,COST_RESOURCE,DIAMOND,100,20
307001,初始壁纸,chufang_7001,chufang_7001,5,0,MBT_KITCHEN,10,0,0,,1,,0,768,1334,768,1334,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
307002,皇室壁纸,chufang_7002,chufang_7002,5,0,MBT_KITCHEN,10,0,0,,1,,0,768,1334,768,1334,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
307003,星空壁纸,chufang_7003,chufang_7003,5,153,MBT_KITCHEN,10,0,0,,1,,0,768,1334,768,1334,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2800,COST_RESOURCE,DIAMOND,100,20
307004,和风壁纸,chufang_7004,chufang_7004,5,68,MBT_KITCHEN,10,0,0,,1,,0,768,1334,768,1334,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1400,COST_RESOURCE,DIAMOND,100,20
307005,西域壁纸,chufang_7005,chufang_7005,5,144,MBT_KITCHEN,10,0,0,,1,,0,768,1334,768,1334,768,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3200,COST_RESOURCE,DIAMOND,100,20
401001,围栏,caidi_1001,caidi_1001,14,0,MBT_VEGETABLE_PLOT,13,152,600,101,10,,0,0,325,0,325,144,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
401002,和风围栏,caidi_1002,caidi_1002,14,232,MBT_VEGETABLE_PLOT,13,152,600,101,10,,0,0,325,0,325,144,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,4600,COST_RESOURCE,DIAMOND,100,20
401003,大神,caidi_1003,caidi_1003,11,62,MBT_VEGETABLE_PLOT,13,,,101,10,,0,0,94,0,94,149,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1200,COST_RESOURCE,DIAMOND,100,20
401004,街灯,caidi_1004,caidi_1004,11,77,MBT_VEGETABLE_PLOT,13,,,101,10,,0,0,87,0,87,146,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1500,COST_RESOURCE,DIAMOND,100,20
401005,皇室围栏,caidi_1005,caidi_1005,14,197,MBT_VEGETABLE_PLOT,13,152,600,101,10,,0,0,325,0,325,144,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3200,COST_RESOURCE,DIAMOND,100,20
401006,石狮,caidi_1006,caidi_1006,11,76,MBT_VEGETABLE_PLOT,13,,,101,10,,0,0,134,0,134,146,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1200,COST_RESOURCE,DIAMOND,100,20
401007,雪景围栏,caidi_1007,caidi_1007,14,50,MBT_VEGETABLE_PLOT,13,152,600,101,10,,0,0,325,0,325,144,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1100,COST_RESOURCE,DIAMOND,100,20
401008,竹子,caidi_1008,caidi_1008,11,50,MBT_VEGETABLE_PLOT,13,,,101,10,,0,0,109,0,109,146,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1100,COST_RESOURCE,DIAMOND,100,20
401009,稻草人,caidi_1009,caidi_1009,11,67,MBT_VEGETABLE_PLOT,13,,,101,10,,0,0,88,0,88,151,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1500,COST_RESOURCE,DIAMOND,100,20
401010,夜景围栏,caidi_1010,caidi_1010,14,153,MBT_VEGETABLE_PLOT,13,152,600,101,10,,0,0,325,0,325,144,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2800,COST_RESOURCE,DIAMOND,100,20
402001,牵牛花,caidi_2001,caidi_2001,12,0,MBT_VEGETABLE_PLOT,14,201,670,,15,,0,0,311,67,311,67,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
402002,铁线莲,caidi_2002,caidi_2002,12,94,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,305,74,305,74,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2300,COST_RESOURCE,DIAMOND,100,20
402003,兰花束,caidi_2003,caidi_2003,12,0,MBT_VEGETABLE_PLOT,14,800,670,,15,,0,0,314,69,314,69,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
402004,勾玉灯,caidi_2004,caidi_2004,12,77,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,51,61,51,61,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1500,COST_RESOURCE,DIAMOND,100,20
402005,晴天娃娃,caidi_2005,caidi_2005,12,93,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,51,87,51,87,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1900,COST_RESOURCE,DIAMOND,100,20
402006,招财喵,caidi_2006,caidi_2006,12,93,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,53,115,53,115,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1900,COST_RESOURCE,DIAMOND,100,20
402007,盆景,caidi_2007,caidi_2007,12,108,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,135,75,135,75,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
402008,鲤鱼旗,caidi_2008,caidi_2008,12,108,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,23,114,23,114,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
402009,古扇,caidi_2009,caidi_2009,12,108,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,104,90,104,90,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
402010,铃铛,caidi_2010,caidi_2010,12,139,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,54,102,54,102,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2800,COST_RESOURCE,DIAMOND,100,20
402011,锦囊,caidi_2011,caidi_2011,12,228,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,59,114,59,114,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3600,COST_RESOURCE,DIAMOND,100,20
402012,琵琶,caidi_2012,caidi_2012,12,91,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,101,129,101,129,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1500,COST_RESOURCE,DIAMOND,100,20
402013,卷轴,caidi_2013,caidi_2013,12,152,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,94,112,94,112,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2400,COST_RESOURCE,DIAMOND,100,20
402014,水墨扇,caidi_2014,caidi_2014,12,228,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,119,104,119,104,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3600,COST_RESOURCE,DIAMOND,100,20
402015,花篮,caidi_2015,caidi_2015,12,182,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,95,101,95,101,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2900,COST_RESOURCE,DIAMOND,100,20
402016,熊猫玩偶,caidi_2016,caidi_2016,12,212,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,70,85,70,85,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3400,COST_RESOURCE,DIAMOND,100,20
402017,风筝儿,caidi_2017,caidi_2017,12,137,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,96,122,96,122,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
402018,灯笼,caidi_2018,caidi_2018,12,121,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,43,113,43,113,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1900,COST_RESOURCE,DIAMOND,100,20
402019,雪景风筝,caidi_2019,caidi_2019,12,67,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,43,113,43,113,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1500,COST_RESOURCE,DIAMOND,100,20
402020,雪灯笼,caidi_2020,caidi_2020,12,67,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,91,100,91,100,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1500,COST_RESOURCE,DIAMOND,100,20
402021,风车群,caidi_2021,caidi_2021,12,84,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,79,117,79,117,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1800,COST_RESOURCE,DIAMOND,100,20
402022,挂葫芦,caidi_2022,caidi_2022,12,100,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,149,115,149,115,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2200,COST_RESOURCE,DIAMOND,100,20
402023,玩具,caidi_2023,caidi_2023,12,117,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,70,121,70,121,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2600,COST_RESOURCE,DIAMOND,100,20
402024,常青植物,caidi_2024,caidi_2024,12,134,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,257,116,257,116,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2900,COST_RESOURCE,DIAMOND,100,20
402025,夜景牵牛花,caidi_2025,caidi_2025,12,181,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,100,105,100,105,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3300,COST_RESOURCE,DIAMOND,100,20
402026,斗笠,caidi_2026,caidi_2026,12,209,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,77,79,77,79,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3800,COST_RESOURCE,DIAMOND,100,20
402027,蓑衣,caidi_2027,caidi_2027,12,153,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,121,132,121,132,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2800,COST_RESOURCE,DIAMOND,100,20
402028,夜景扇子,caidi_2028,caidi_2028,12,209,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,109,105,109,105,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3800,COST_RESOURCE,DIAMOND,100,20
402029,鞭炮,caidi_2029,caidi_2029,12,181,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,48,134,48,134,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3300,COST_RESOURCE,DIAMOND,100,20
402030,夜景铃铛,caidi_2030,caidi_2030,12,83,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,52,124,52,124,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1500,COST_RESOURCE,DIAMOND,100,20
402031,夜景植物,caidi_2031,caidi_2031,12,97,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,138,72,138,72,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,1800,COST_RESOURCE,DIAMOND,100,20
402032,鱼灯,caidi_2032,caidi_2032,12,181,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,94,102,94,102,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3300,COST_RESOURCE,DIAMOND,100,20
402033,莲花灯,caidi_2033,caidi_2033,12,214,MBT_VEGETABLE_PLOT,14,,,,15,,0,0,125,132,125,132,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3900,COST_RESOURCE,DIAMOND,100,20
403001,白天农家,caidi_3001,caidi_3001,5,0,MBT_VEGETABLE_PLOT,16,0,629,,1,,0,0,1334,139,1334,139,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
403002,夜晚农家,caidi_3002,caidi_3002,5,236,MBT_VEGETABLE_PLOT,16,0,629,,1,,0,0,1334,139,1334,139,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,5700,COST_RESOURCE,DIAMOND,100,20
403003,夕阳农家,caidi_3003,caidi_3003,5,236,MBT_VEGETABLE_PLOT,16,0,629,,1,,0,0,1334,139,1334,139,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,5700,COST_RESOURCE,DIAMOND,100,20
403004,和风农家,caidi_3004,caidi_3004,5,232,MBT_VEGETABLE_PLOT,16,0,629,,1,,0,0,1334,139,1334,139,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,4600,COST_RESOURCE,DIAMOND,100,20
403005,皇室农家,caidi_3005,caidi_3005,5,182,MBT_VEGETABLE_PLOT,16,0,629,,1,,0,0,1334,139,1334,139,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2900,COST_RESOURCE,DIAMOND,100,20
403006,雪景农家,caidi_3006,caidi_3006,5,167,MBT_VEGETABLE_PLOT,16,0,629,,1,,0,0,1334,139,1334,139,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,3700,COST_RESOURCE,DIAMOND,100,20
403007,夜景农家,caidi_3007,caidi_3007,5,125,MBT_VEGETABLE_PLOT,16,0,629,,1,,0,0,1334,139,1334,139,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2300,COST_RESOURCE,DIAMOND,100,20
404001,白天菜地,caidi_4001,caidi_4001,13,0,MBT_VEGETABLE_PLOT,15,0,0,,2,,0,0,1334,0,1334,668,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,0,COST_RESOURCE,DIAMOND,100,20
404002,夜晚菜地,caidi_4002,caidi_4002,13,236,MBT_VEGETABLE_PLOT,15,0,0,,2,,0,0,1334,0,1334,668,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,5700,COST_RESOURCE,DIAMOND,100,20
404003,和风菜地,caidi_4003,caidi_4003,13,201,MBT_VEGETABLE_PLOT,15,0,0,,2,,0,0,1334,0,1334,668,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,4000,COST_RESOURCE,DIAMOND,100,20
404004,皇室菜地,caidi_4004,caidi_4004,13,182,MBT_VEGETABLE_PLOT,15,0,0,,2,,0,0,1334,0,1334,668,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2900,COST_RESOURCE,DIAMOND,100,20
404005,雪景菜地,caidi_4005,caidi_4005,13,218,MBT_VEGETABLE_PLOT,15,0,0,,2,,0,0,1334,0,1334,668,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,4800,COST_RESOURCE,DIAMOND,100,20
404006,夜景菜地,caidi_4006,caidi_4006,13,111,MBT_VEGETABLE_PLOT,15,0,0,,2,,0,0,1334,0,1334,668,,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,MANSION_FURNITURE_COIN,2000,COST_RESOURCE,DIAMOND,100,20
