id,delay,content,responses.content,responses.next_messages,responses.content,responses.next_messages,responses.content,responses.next_messages
9315,1.5,能有什么事呢？#无外乎是恩怨情仇罢了。,难道你和我有仇？,9316,难道你喜欢上本小姐了？,9320,难道你见过我？,9324
9316,1.5,仇？小姐难道是说情仇吗？#现在没有，可以后说不定就会有了。,说了这么多，我还是不知道你是谁。,9317,我都忍不住想见见你了。,9318,看来你对我很有兴趣。,9319
9317,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9318,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9319,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9320,1.5,喜欢，应该说小姐是自信呢，还是自不量力呢。#不过人家也不讨厌。,说了这么多，我还是不知道你是谁。,9321,我都忍不住想见见你了。,9322,看来你对我很有兴趣。,9323
9321,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9322,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9323,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9324,1.5,算是远远地瞧上过一眼，这也算是见过了吧。#不过人家还是想自己看看呢，最好能捧在手里。,说了这么多，我还是不知道你是谁。,9325,我都忍不住想见见你了。,9326,看来你对我很有兴趣。,9327
9325,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9326,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9327,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9328,1.5,我嘛，小姐觉得什么样的人，会主动给你写信呢？#男人、女人，或者是妖精也说不定哦。,是男人。,9329,是女人。,9333,是妖精。,9337
9329,1.5,人家要是男人的话，天底下可能就没有比我好看的女人了。,说了这么多，我还是不知道你是谁。,9330,我都忍不住想见见你了。,9331,看来你对我很有兴趣。,9332
9330,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9331,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9332,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9333,1.5,呵呵呵，小姐真聪明。#知道了人家是女人，小姐在想些什么？,说了这么多，我还是不知道你是谁。,9334,我都忍不住想见见你了。,9335,看来你对我很有兴趣。,9336
9334,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9335,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9336,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9337,1.5,妖精……倒是有人这么说过我。#不过女人不就是男人的妖精嘛。,说了这么多，我还是不知道你是谁。,9338,我都忍不住想见见你了。,9339,看来你对我很有兴趣。,9340
9338,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9339,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9340,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9341,1.5,呵呵，这般字迹小姐也敢相猜，也当真是大胆了。#那就请小姐猜猜，是什么样的姑娘呢？,大姑娘。,9342,我猜是年纪小的姑娘。,9346,无论如何一定是漂亮姑娘。,9350
9342,1.5,大……姑娘，人家好像没听过用这种说法形容女人的。#不过人家算是接受了。,说了这么多，我还是不知道你是谁。,9343,我都忍不住想见见你了。,9344,看来你对我很有兴趣。,9345
9343,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9344,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9345,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9346,1.5,呵呵，人家的年龄应该比小姐要大吧。#叫你小妹妹，似乎也不为过。,说了这么多，我还是不知道你是谁。,9347,我都忍不住想见见你了。,9348,看来你对我很有兴趣。,9349
9347,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9348,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9349,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9350,1.5,二小姐的嘴巴真甜。#凭着这幅嘴，一定很讨人喜欢吧。,说了这么多，我还是不知道你是谁。,9351,我都忍不住想见见你了。,9352,看来你对我很有兴趣。,9353
9351,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9352,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9353,1.5,人家想去见小姐的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9354,1.5,李家的二少爷就是你吗？找起来还真是费工夫。,找我干什么？,9355,你是？,9368,字迹娟秀，应该是位姑娘吧。,9381
9355,1.5,这女人主动找男人，还能有什么事呢？#无外乎是恩怨情仇，藕断丝连罢了。,难道你和我有仇？,9356,难道你喜欢上本公子了？,9360,难道你见过我？,9364
9356,1.5,仇？公子难道是说情仇吗？#现在没有，可以后说不定就会有了。,说了这么多，我还是不知道你是谁。,9357,我都忍不住想见见你了。,9358,看来你对我很有兴趣。,9359
9357,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9358,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9359,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9360,1.5,喜欢，应该说公子是自信呢，还是自不量力呢。#不过人家也不讨厌。,说了这么多，我还是不知道你是谁。,9361,我都忍不住想见见你了。,9362,看来你对我很有兴趣。,9363
9361,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9362,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9363,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9364,1.5,算是远远地瞧上过一眼，这也算是见过了吧。#不过人家还是想自己看看呢，最好能捧在手里。,说了这么多，我还是不知道你是谁。,9365,我都忍不住想见见你了。,9366,看来你对我很有兴趣。,9367
9365,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9366,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9367,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9368,1.5,我嘛，公子觉得什么样的人，会主动给你写信呢？#男人、女人，或者是妖精也说不定哦。,是男人。,9369,是女人。,9373,是妖精。,9377
9369,1.5,人家要是男人的话，天底下可能就没有比我好看的女人了。,说了这么多，我还是不知道你是谁。,9370,我都忍不住想见见你了。,9371,看来你对我很有兴趣。,9372
9370,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9371,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9372,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9373,1.5,呵呵呵，公子真聪明。#知道了人家是女人，公子在想些什么？,说了这么多，我还是不知道你是谁。,9374,我都忍不住想见见你了。,9375,看来你对我很有兴趣。,9376
9374,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9375,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9376,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9377,1.5,妖精……倒是有人这么说过我。#不过女人不就是男人的妖精嘛。,说了这么多，我还是不知道你是谁。,9378,我都忍不住想见见你了。,9379,看来你对我很有兴趣。,9380
9378,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9379,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9380,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9381,1.5,呵呵，这般字迹公子也敢相猜，也当真是大胆了。#那就请公子猜猜，是什么样的姑娘呢？,大姑娘。,9382,我猜是年纪小的姑娘。,9386,无论如何一定是漂亮姑娘。,9390
9382,1.5,大……姑娘，人家好像没听过用这种说法形容女人的。#不过人家算是接受了。,说了这么多，我还是不知道你是谁。,9383,我都忍不住想见见你了。,9384,看来你对我很有兴趣。,9385
9383,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9384,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9385,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9386,1.5,呵呵，人家的年龄应该比公子要大吧。#教你小弟弟，似乎也不为过。,说了这么多，我还是不知道你是谁。,9387,我都忍不住想见见你了。,9388,看来你对我很有兴趣。,9389
9387,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9388,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9389,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9390,1.5,公子还真是油腔滑调。#凭着这幅嘴，一定很讨女孩子欢心吧。,说了这么多，我还是不知道你是谁。,9391,我都忍不住想见见你了。,9392,看来你对我很有兴趣。,9393
9391,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9392,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9393,1.5,人家想去见公子的时候，自然便会去。#或许就是今天也说不定呢。,,,,,,
9394,1.5,小姐，你喜欢蛇吗？,蛇？总觉得有点吓人啊。,9395,说起来，也没那么讨厌。,9408,算是喜欢吧。,9421
9395,1.5,是吗？人家倒觉得蛇是一种令人痴迷的动物。,你为什么这么喜欢蛇呢？,9396,令你痴迷……能告诉我为什么吗？,9400,可是比起蛇，你好像对我更感兴趣。,9404
9396,1.5,小姐，随便打探别人的秘密，可不招人喜欢呢。,对不起，我无意冒犯。,9397,可你的秘密，好像特别多，一个都不能告诉我吗？,9398,可你并非寻常的女人。,9399
9397,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉小姐吧。,,,,,,
9398,1.5,当然可以了，不过人家还没准备好，小姐也不会这么心急吧。,,,,,,
9399,1.5,人家寻不寻常，小姐以后自会明白。？,,,,,,
9400,1.5,小姐，随便打探别人的秘密，可不招人喜欢呢。,对不起，我无意冒犯。,9401,可你的秘密，好像特别多，一个都不能告诉我吗？,9402,可你并非寻常的女人。,9403
9401,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉小姐吧。,,,,,,
9402,1.5,当然可以了，不过人家还没准备好，小姐也不会这么心急吧。,,,,,,
9403,1.5,人家寻不寻常，小姐以后自会明白。？,,,,,,
9404,1.5,那，可是人家的秘密呢，小姐可不能随意打探。,对不起，我无意冒犯。,9405,可你的秘密，好像特别多，一个都不能告诉我吗？,9406,可你并非寻常的女人。,9407
9405,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉小姐吧。,,,,,,
9406,1.5,当然可以了，不过人家还没准备好，小姐也不会这么心急吧。,,,,,,
9407,1.5,人家寻不寻常，小姐以后自会明白。？,,,,,,
9408,1.5,是吗？不讨厌蛇的话，也就不会讨厌人家这个亲近蛇的女人了。,你为什么这么喜欢蛇呢？,9409,世人永远不会讨厌美丽的女人。,9413,可是比起蛇，你好像对我更感兴趣。,9417
9409,1.5,小姐，随便打探别人的秘密，可不招人喜欢呢。,对不起，我无意冒犯。,9410,可你的秘密，好像特别多，一个都不能告诉我吗？,9411,可你并非寻常的女人。,9412
9410,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉小姐吧。,,,,,,
9411,1.5,当然可以了，不过人家还没准备好，小姐也不会这么心急吧。,,,,,,
9412,1.5,人家寻不寻常，小姐以后自会明白。？,,,,,,
9413,1.5,美丽，可是人家的秘密呢。,对不起，我无意冒犯。,9414,可你的秘密，好像特别多，一个都不能告诉我吗？,9415,可你并非寻常的女人。,9416
9414,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉小姐吧。,,,,,,
9415,1.5,当然可以了，不过人家还没准备好，小姐也不会这么心急吧。,,,,,,
9416,1.5,人家寻不寻常，小姐以后自会明白。？,,,,,,
9417,1.5,那，可是人家的秘密呢，小姐可不能随意打探。,对不起，我无意冒犯。,9418,可你的秘密，好像特别多，一个都不能告诉我吗？,9419,可你并非寻常的女人。,9420
9418,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉小姐吧。,,,,,,
9419,1.5,当然可以了，不过人家还没准备好，小姐也不会这么心急吧。,,,,,,
9420,1.5,人家寻不寻常，小姐以后自会明白。？,,,,,,
9421,1.5,是吗？没想到小姐也喜欢，那真是有缘了，毕竟蛇很招人讨厌呢。,你为什么这么喜欢蛇呢？,9422,缘分，在说我和你吗？,9426,可是比起蛇，你好像对我更感兴趣。,9430
9422,1.5,小姐，随便打探女人的秘密，可不招人喜欢呢。,对不起，我无意冒犯。,9423,可你的秘密，好像特别多，一个都不能告诉我吗？,9424,可你并非寻常的女人。,9425
9423,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉小姐吧。,,,,,,
9424,1.5,当然可以了，不过人家还没准备好，小姐也不会这么心急吧。,,,,,,
9425,1.5,人家寻不寻常，小姐以后自会明白。？,,,,,,
9426,1.5,小姐，随便打探女人的秘密，可不招人喜欢呢。,对不起，我无意冒犯。,9427,可你的秘密，好像特别多，一个都不能告诉我吗？,9428,可你并非寻常的女人。,9429
9427,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉小姐吧。,,,,,,
9428,1.5,当然可以了，不过人家还没准备好，小姐也不会这么心急吧。,,,,,,
9429,1.5,人家寻不寻常，小姐以后自会明白。？,,,,,,
9430,1.5,那，可是人家的秘密呢，小姐可不能随意打探。,对不起，我无意冒犯。,9431,可你的秘密，好像特别多，一个都不能告诉我吗？,9432,可你并非寻常的女人。,9433
9431,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉小姐吧。,,,,,,
9432,1.5,当然可以了，不过人家还没准备好，小姐也不会这么心急吧。,,,,,,
9433,1.5,人家寻不寻常，小姐以后自会明白。？,,,,,,
9434,1.5,公子，你喜欢蛇吗？,蛇？总觉得有点吓人啊。,9435,说起来，也没那么讨厌。,9448,喜欢。,9461
9435,1.5,是吗？人家倒觉得蛇是一种令人痴迷的动物。,你为什么这么喜欢蛇呢？,9436,令你痴迷……能告诉我为什么吗？,9440,可是比起蛇，你好像对我更感兴趣。,9444
9436,1.5,公子，随便打探女人的秘密，可不招人喜欢呢。,对不起，我无意冒犯。,9437,可你的秘密，好像特别多，一个都不能告诉我吗？,9438,可你并非寻常的女人。,9439
9437,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉公子吧。,,,,,,
9438,1.5,当然可以了，不过人家还没准备好，公子也不会这么心急吧。,,,,,,
9439,1.5,人家寻不寻常，公子要亲自试试吗？,,,,,,
9440,1.5,公子，随便打探女人的秘密，可不招人喜欢呢。,对不起，我无意冒犯。,9441,可你的秘密，好像特别多，一个都不能告诉我吗？,9442,可你并非寻常的女人。,9443
9441,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉公子吧。,,,,,,
9442,1.5,当然可以了，不过人家还没准备好，公子也不会这么心急吧。,,,,,,
9443,1.5,人家寻不寻常，公子要亲自试试吗？,,,,,,
9444,1.5,那，可是人家的秘密呢，公子可不能随意打探。,对不起，我无意冒犯。,9445,可你的秘密，好像特别多，一个都不能告诉我吗？,9446,可你并非寻常的女人。,9447
9445,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉公子吧。,,,,,,
9446,1.5,当然可以了，不过人家还没准备好，公子也不会这么心急吧。,,,,,,
9447,1.5,人家寻不寻常，公子要亲自试试吗？,,,,,,
9448,1.5,是吗？不讨厌蛇的话，也就不会讨厌人家这个亲近蛇的女人了。,你为什么这么喜欢蛇呢？,9449,男人永远不会讨厌美丽的女人。,9453,可是比起蛇，你好像对我更感兴趣。,9457
9449,1.5,公子，随便打探女人的秘密，可不招人喜欢呢。,对不起，我无意冒犯。,9450,可你的秘密，好像特别多，一个都不能告诉我吗？,9451,可你并非寻常的女人。,9452
9450,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉公子吧。,,,,,,
9451,1.5,当然可以了，不过人家还没准备好，公子也不会这么心急吧。,,,,,,
9452,1.5,人家寻不寻常，公子要亲自试试吗？,,,,,,
9453,1.5,美丽，可是人家的秘密呢。,对不起，我无意冒犯。,9454,可你的秘密，好像特别多，一个都不能告诉我吗？,9455,可你并非寻常的女人。,9456
9454,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉公子吧。,,,,,,
9455,1.5,当然可以了，不过人家还没准备好，公子也不会这么心急吧。,,,,,,
9456,1.5,人家寻不寻常，公子要亲自试试吗？,,,,,,
9457,1.5,那，可是人家的秘密呢，公子可不能随意打探。,对不起，我无意冒犯。,9458,可你的秘密，好像特别多，一个都不能告诉我吗？,9459,可你并非寻常的女人。,9460
9458,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉公子吧。,,,,,,
9459,1.5,当然可以了，不过人家还没准备好，公子也不会这么心急吧。,,,,,,
9460,1.5,人家寻不寻常，公子要亲自试试吗？,,,,,,
9461,1.5,是吗？没想到公子也喜欢，那真是有缘了，毕竟蛇很招人讨厌呢。,你为什么这么喜欢蛇呢？,9462,缘分，在说我和你吗？,9466,可是比起蛇，你好像对我更感兴趣。,9470
9462,1.5,公子，随便打探女人的秘密，可不招人喜欢呢。,对不起，我无意冒犯。,9463,可你的秘密，好像特别多，一个都不能告诉我吗？,9464,可你并非寻常的女人。,9465
9463,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉公子吧。,,,,,,
9464,1.5,当然可以了，不过人家还没准备好，公子也不会这么心急吧。,,,,,,
9465,1.5,人家寻不寻常，公子要亲自试试吗？,,,,,,
9466,1.5,公子，随便打探女人的秘密，可不招人喜欢呢。,对不起，我无意冒犯。,9467,可你的秘密，好像特别多，一个都不能告诉我吗？,9468,可你并非寻常的女人。,9469
9467,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉公子吧。,,,,,,
9468,1.5,当然可以了，不过人家还没准备好，公子也不会这么心急吧。,,,,,,
9469,1.5,人家寻不寻常，公子要亲自试试吗？,,,,,,
9470,1.5,那，可是人家的秘密呢，公子可不能随意打探。,对不起，我无意冒犯。,9471,可你的秘密，好像特别多，一个都不能告诉我吗？,9472,可你并非寻常的女人。,9473
9471,1.5,呵呵呵，逗你玩呢，关于人家的事，有机会再告诉公子吧。,,,,,,
9472,1.5,当然可以了，不过人家还没准备好，公子也不会这么心急吧。,,,,,,
9473,1.5,人家寻不寻常，公子要亲自试试吗？,,,,,,
9474,1.5,李府里面，你应该有很多兄弟姐妹吧。#每天和他们在一起，一定是吵吵闹闹的。,我从小不在这个家长大，也很难融进去。,9475,兄弟姐妹多，也并不意味着是一件好事。,9485,姑娘你，有没有兄弟姐妹呢？,9495
9475,1.5,的确，像小姐你这种情况，确实很特别。#这让我有点想起人家过世的姐姐了。,对不起……请你节哀。,9476,你……也有亲人过世吗？,9479,过去的事，最好都把他们忘记吧。,9482
9476,1.5,没有什么好节哀的。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9477,如果她还活着，你会想再见她一面吗？,9478,,
9477,1.5,小姐还是不要再问了吧。,,,,,,
9478,1.5,小姐还是不要再问了吧。,,,,,,
9479,1.5,只是死了个人罢了。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9480,如果她还活着，你会想再见她一面吗？,9481,,
9480,1.5,小姐还是不要再问了吧。,,,,,,
9481,1.5,小姐还是不要再问了吧。,,,,,,
9482,1.5,没有什么值得可以忘记的。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9483,如果她还活着，你会想再见她一面吗？,9484,,
9483,1.5,小姐还是不要再问了吧。,,,,,,
9484,1.5,小姐还是不要再问了吧。,,,,,,
9485,1.5,是吗？人家曾经有个姐姐，可惜她已经死了。,对不起……请你节哀。,9486,你……也有亲人过世吗？,9489,过去的事，最好都把他们忘记吧。,9492
9486,1.5,没有什么好节哀的。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9487,如果她还活着，你会想再见她一面吗？,9488,,
9487,1.5,小姐还是不要再问了吧。,,,,,,
9488,1.5,小姐还是不要再问了吧。,,,,,,
9489,1.5,只是死了个人罢了。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9490,如果她还活着，你会想再见她一面吗？,9491,,
9490,1.5,小姐还是不要再问了吧。,,,,,,
9491,1.5,小姐还是不要再问了吧。,,,,,,
9492,1.5,没有什么值得可以忘记的。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9493,如果她还活着，你会想再见她一面吗？,9494,,
9493,1.5,小姐还是不要再问了吧。,,,,,,
9494,1.5,小姐还是不要再问了吧。,,,,,,
9495,1.5,我吗？曾经有个姐姐，不过她已经死了。,对不起……请你节哀。,9496,你……也有亲人过世吗？,9499,过去的事，最好都把他们忘记吧。,9502
9496,1.5,没有什么好节哀的。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9497,如果她还活着，你会想再见她一面吗？,9498,,
9497,1.5,小姐还是不要再问了吧。,,,,,,
9498,1.5,小姐还是不要再问了吧。,,,,,,
9499,1.5,只是死了个人罢了。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9500,如果她还活着，你会想再见她一面吗？,9501,,
9500,1.5,小姐还是不要再问了吧。,,,,,,
9501,1.5,小姐还是不要再问了吧。,,,,,,
9502,1.5,没有什么值得可以忘记的。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9503,如果她还活着，你会想再见她一面吗？,9504,,
9503,1.5,小姐还是不要再问了吧。,,,,,,
9504,1.5,小姐还是不要再问了吧。,,,,,,
9505,1.5,李府里面，你应该有很多兄弟姐妹吧。#每天和他们在一起，一定是吵吵闹闹的。,我从小不在这个家长大，也很难融进去。,9506,兄弟姐妹多，也并不意味着是一件好事。,9516,姑娘你，有没有兄弟姐妹呢？,9526
9506,1.5,的确，像公子你这种情况，确实很特别。#这让我有点想起人家过世的姐姐了。,对不起……请你节哀。,9507,你……也有亲人过世吗？,9510,过去的事，最好都把他们忘记吧。,9513
9507,1.5,没有什么好节哀的。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9508,如果她还活着，你会想再见她一面吗？,9509,,
9508,1.5,公子还是不要再问了吧。,,,,,,
9509,1.5,公子还是不要再问了吧。,,,,,,
9510,1.5,只是死了个人罢了。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9511,如果她还活着，你会想再见她一面吗？,9512,,
9511,1.5,公子还是不要再问了吧。,,,,,,
9512,1.5,公子还是不要再问了吧。,,,,,,
9513,1.5,没有什么值得可以忘记的。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9514,如果她还活着，你会想再见她一面吗？,9515,,
9514,1.5,公子还是不要再问了吧。,,,,,,
9515,1.5,公子还是不要再问了吧。,,,,,,
9516,1.5,是吗？人家曾经有个姐姐，可惜她已经死了。,对不起……请你节哀。,9517,你……也有亲人过世吗？,9520,过去的事，最好都把他们忘记吧。,9523
9517,1.5,没有什么好节哀的。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9518,如果她还活着，你会想再见她一面吗？,9519,,
9518,1.5,公子还是不要再问了吧。,,,,,,
9519,1.5,公子还是不要再问了吧。,,,,,,
9520,1.5,只是死了个人罢了。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9521,如果她还活着，你会想再见她一面吗？,9522,,
9521,1.5,公子还是不要再问了吧。,,,,,,
9522,1.5,公子还是不要再问了吧。,,,,,,
9523,1.5,没有什么值得可以忘记的。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9524,如果她还活着，你会想再见她一面吗？,9525,,
9524,1.5,公子还是不要再问了吧。,,,,,,
9525,1.5,公子还是不要再问了吧。,,,,,,
9526,1.5,我吗？曾经有个姐姐，不过她已经死了。,对不起……请你节哀。,9527,你……也有亲人过世吗？,9530,过去的事，最好都把他们忘记吧。,9533
9527,1.5,没有什么好节哀的。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9528,如果她还活着，你会想再见她一面吗？,9529,,
9528,1.5,公子还是不要再问了吧。,,,,,,
9529,1.5,公子还是不要再问了吧。,,,,,,
9530,1.5,只是死了个人罢了。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9531,如果她还活着，你会想再见她一面吗？,9532,,
9531,1.5,公子还是不要再问了吧。,,,,,,
9532,1.5,公子还是不要再问了吧。,,,,,,
9533,1.5,没有什么值得可以忘记的。#不如说，就算她还活着，在我心里早就已经死了。,这么说，你很讨厌你的姐姐？,9534,如果她还活着，你会想再见她一面吗？,9535,,
9534,1.5,公子还是不要再问了吧。,,,,,,
9535,1.5,公子还是不要再问了吧。,,,,,,
9536,1.5,小姐今日有没有空前来一叙呢？,为什么是今天？,9537,是不是有什么阴谋？,9546,突然间如此主动，一定没有好事。,9555
9537,1.5,小姐真是贵人多忘事，人家可是有事要找小姐商量呢。#而且小姐不是一直想知道人家的行踪吗？此刻正是大好机会啊，不觉得吗？,告诉我时间地点。,9538,你会这么轻易的告诉我？,9542,,
9538,1.5,子时，小姐出门便能看到一辆马车，那便是人家派去接小姐的。,我知道了。,9539,如果我不去会怎样？,9540,怎么能就这样任你摆布。,9541
9539,1.5,对了，如果小姐没有准时来赴约的话，人家可不介意把你最疼爱的小丫鬟抓起来哦。,,,,,,
9540,1.5,小姐若是使小性子的话，人家被小姐伤的心痛，到时候杀起人来，就更狠了呢。,,,,,,
9541,1.5,很可惜，从人家盯上小姐的那一刻开始，便注定如此了，记得准时赴约哦。,,,,,,
9542,1.5,子时，小姐出门便能看到一辆马车，那便是人家派去接小姐的。,我知道了。,9543,如果我不去会怎样？,9544,怎么能就这样任你摆布。,9545
9543,1.5,对了，如果小姐没有准时来赴约的话，人家可不介意把你最疼爱的小丫鬟抓起来哦。,,,,,,
9544,1.5,小姐若是使小性子的话，人家被小姐伤的心痛，到时候杀起人来，就更狠了呢。,,,,,,
9545,1.5,很可惜，从人家盯上小姐的那一刻开始，便注定如此了，记得准时赴约哦。,,,,,,
9546,1.5,小姐真是贵人多忘事，人家可是有事要找小姐商量呢。#而且小姐不是一直想知道人家的行踪吗？此刻正是大好机会啊，不觉得吗？,告诉我时间地点。,9547,你会这么轻易的告诉我？,9551,,
9547,1.5,子时，小姐出门便能看到一辆马车，那便是人家派去接小姐的。,我知道了。,9548,如果我不去会怎样？,9549,怎么能就这样任你摆布。,9550
9548,1.5,对了，如果小姐没有准时来赴约的话，人家可不介意把你最疼爱的小丫鬟抓起来哦。,,,,,,
9549,1.5,小姐若是使小性子的话，人家被小姐伤的心痛，到时候杀起人来，就更狠了呢。,,,,,,
9550,1.5,很可惜，从人家盯上小姐的那一刻开始，便注定如此了，记得准时赴约哦。,,,,,,
9551,1.5,子时，小姐出门便能看到一辆马车，那便是人家派去接小姐的。,我知道了。,9552,如果我不去会怎样？,9553,怎么能就这样任你摆布。,9554
