id,options.content,options.plot_pttid,options.conditions.conditions.type,options.conditions.conditions.arg,options.conditions.conditions.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.fief_events.events.type,options.fief_events.events.arg,options.fief_events.events.arg,options.battle.pttid,options.battle.origin,options.battle.win_events.events.type,options.battle.win_events.events.arg,options.battle.win_events.events.arg,options.battle.win_plot,options.battle.lose_events.events.type,options.battle.lose_events.events.arg,options.battle.lose_events.events.arg,options.battle.lose_plot,options.appearance.sprite,options.appearance.spine,options.appearance.position.x,options.appearance.position.y,options.plot_events.events.type,options.plot_events.events.arg,options.unlock_conditions.conditions.type,options.unlock_conditions.conditions.arg,options.unlock_conditions.conditions.arg,options.content,options.plot_pttid,options.conditions.conditions.type,options.conditions.conditions.arg,options.conditions.conditions.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.fief_events.events.type,options.fief_events.events.arg,options.fief_events.events.arg,options.battle.pttid,options.battle.origin,options.battle.win_events.events.type,options.battle.win_events.events.arg,options.battle.win_events.events.arg,options.battle.win_plot,options.battle.lose_events.events.type,options.battle.lose_events.events.arg,options.battle.lose_events.events.arg,options.battle.lose_plot,options.appearance.sprite,options.appearance.spine,options.appearance.position.x,options.appearance.position.y,options.plot_events.events.type,options.plot_events.events.arg,options.unlock_conditions.conditions.type,options.unlock_conditions.conditions.arg,options.unlock_conditions.conditions.arg,options.content,options.plot_pttid,options.conditions.conditions.type,options.conditions.conditions.arg,options.conditions.conditions.arg,options.events.events.type,options.events.events.arg,options.events.events.arg,options.fief_events.events.type,options.fief_events.events.arg,options.fief_events.events.arg,options.battle.pttid,options.battle.origin,options.battle.win_events.events.type,options.battle.win_events.events.arg,options.battle.win_events.events.arg,options.battle.win_plot,options.battle.lose_events.events.type,options.battle.lose_events.events.arg,options.battle.lose_events.events.arg,options.battle.lose_plot,options.appearance.sprite,options.appearance.spine,options.appearance.position.x,options.appearance.position.y,options.plot_events.events.type,options.plot_events.events.arg,options.unlock_conditions.conditions.type,options.unlock_conditions.conditions.arg,options.unlock_conditions.conditions.arg
4008303,询问心事,40083105,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不再多言,40083106,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008401,接受此事,40084101,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拒绝前往,40084102,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008402,坚持追问,40084103,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,默默赌气,40084104,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008403,坚持追问,40084105,,,,ADD_RESOURCE,BLUE,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,默默赌气,40084106,,,,ADD_RESOURCE,RED,15,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008501,换一家客栈吧。,40085101,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,要不然我和下人挤一下吧。,40085102,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008502,邀请拓跋浚同住。,40085103,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不合礼法，默不作声。,40085104,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008503,邀请拓跋浚同住。,40085105,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不合礼法，默不作声。,40085106,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008601,我没事，让殿下担心了。,40086101,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,殿下愿意听我说说吗？,40086102,,,,ADD_ITEM,102,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008602,我愿意相信。,40086103,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,有些难以相信呢。,40086104,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008603,我愿意相信。,40086105,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,有些难以相信呢。,40086106,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009101,立马起来,40091101,,,,ADD_ITEM,107,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,再睡一会,40091102,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009201,想办法挣钱,40092101,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,求助李萧然,40092102,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009301,沉默回应,40093101,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,奋力解释,40093102,,,,ADD_ITEM,107,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009401,画栏杆上的鸟,40094101,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,出门再找找,40094102,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009501,比得上,40095101,,,,ADD_ITEM,107,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,当然比不上,40095102,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009601,洗澡,40096101,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,还是洗澡,40096102,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009602,开心的时候,40096103,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,伤心的时候,40096104,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009603,开心的时候,40096105,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,伤心的时候,40096106,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010101,李府二小姐,40101101,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,丧家之犬,40101102,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010102,只是在乡下的一个旧友。,40101103,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,只是无聊男人的爱慕之言罢了。,40101104,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010103,沉默,40101105,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,安慰紫烟,40101106,,,,ADD_ITEM,219,5,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010104,只是在乡下的一个旧友。,40101107,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,只是无聊男人的爱慕之言罢了。,40101108,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010105,沉默,40101109,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,安慰紫烟,40101110,,,,ADD_ITEM,219,5,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010201,跟她上楼。,40102101,,,,ADD_ITEM,104,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不上楼。,40102102,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010301,脱衣服追,40103101,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,强行追,40103102,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010401,缓慢的疗法,40104101,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,良药苦口,40104102,,,,ADD_ITEM,104,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010501,跳舞,40105101,,,,ADD_ITEM,104,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不跳舞,40105102,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010502,姐妹,40105103,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,丫鬟,40105104,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010503,姐妹,40105105,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,丫鬟,40105106,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011101,记得上次围猎殿下也在。,40111101,,,,ADD_ITEM,203,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,其实没有太多印象了。,40111102,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011102,教给他,40111103,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拒绝他,40111104,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011103,教给他,40111105,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拒绝他,40111106,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011201,它竟然同你如此亲昵,40112101,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,你这本事真叫人羡慕,40112102,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011202,命不由己，着实可怜,40112103,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,造化弄人，无法评说,40112104,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011203,命不由己，着实可怜,40112105,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,造化弄人，无法评说,40112106,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012101,您怎不说您是撞了我呢？,40121101,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,那我现在给您道歉便是。,40121102,,,,ADD_ITEM,202,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012102,我不认识他！,40121103,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,别让他带走我！,40121104,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012103,我不认识他！,40121105,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,别让他带走我！,40121106,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012201,那看来只能这样了,40122101,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,谁要穿它！,40122102,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013101,我是尚书府的二小姐,40131101,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,殿下不记得我了吗？,40131102,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013102,殿下可曾想过高阳王殿下？,40131103,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,殿下为何不能自私一点呢？,40131104,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013103,殿下可曾想过高阳王殿下？,40131105,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,殿下为何不能自私一点呢？,40131106,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013201,您就是这个院子的主人？,40132101,,,,ADD_ITEM,212,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,您的侍卫好生欺负人……,40132102,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013202,大姐倒是很喜欢权势地位,40132103,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,殿下难道后悔了吗？,40132104,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013203,大姐倒是很喜欢权势地位,40132105,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,殿下难道后悔了吗？,40132106,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000101,窗外月色,50001101,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,窗内月色,50001102,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000102,睡觉,50001103,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不睡,50001104,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000103,睡觉,50001105,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不睡,50001106,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000201,拉住,50002101,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不拉,50002102,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000202,我会照顾好白芷的,50002103,,,,ADD_ITEM,218,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,我不会让人欺负白芷的,50002104,,,,ADD_ITEM,218,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000203,我会照顾好白芷的,50002105,,,,ADD_ITEM,218,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,我不会让人欺负白芷的,50002106,,,,ADD_ITEM,218,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000301,白芷是不同的,50003101,,,,ADD_ITEM,218,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,白芷是家人,50003102,,,,ADD_ITEM,218,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000302,拉,50003103,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不拉,50003104,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000303,拉,50003105,,,,ADD_RESOURCE,ACTOR_EXP,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不拉,50003106,,,,ADD_RESOURCE,MEIMING,5000,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001101,你难道就没有过与家族相背离的想法？,50011101,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,这的确难能可贵，令人羡慕。,50011102,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001102,推开叱云南。,50011103,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不理叱云南,50011104,,,,ADD_ITEM,110,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001103,推开叱云南。,50011105,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不理叱云南,50011106,,,,ADD_ITEM,110,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001201,不劳你费心,50012101,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,我若遇险，不是还有叱云将军了吗？,50012102,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001301,此事万万不可,50013101,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,既然父亲和姐姐都这么说了…,50013102,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001302,让叱云南送自己回府,50013103,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,等李府派人来接,50013104,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001303,让叱云南送自己回府,50013105,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,等李府派人来接,50013106,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001401,忠言逆耳,50014101,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,你不要动气,50014102,,,,ADD_ITEM,110,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001402,我是什么人很重要吗,50014103,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,你从一开始就是在试探我吗,50014104,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001403,我是什么人很重要吗,50014105,,,,ADD_RESOURCE,BLUE,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,你从一开始就是在试探我吗,50014106,,,,ADD_RESOURCE,RED,10,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001501,放了她吧,50015101,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,杀了她,50015102,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001502,抽开看看,50015103,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拒绝他,50015104,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001503,抽开看看,50015105,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拒绝他,50015106,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001601,答应他,50016101,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,拒绝他,50016102,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001701,回府,50017101,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,不回府,50017102,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001801,你故意的吧？,50018101,,,,ADD_RESOURCE,BLUE,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,这就好了？,50018102,,,,ADD_RESOURCE,RED,20,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5002101,夸奖她,50021101,,,,ADD_ITEM,108,1,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,欲擒故纵,50021102,,,,ADD_RESOURCE,DIAMOND,100,,,,,,,,,,,,,,,,,,,,,,,COST_RESOURCE,GOLD,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
